point_id,file,old_value,new_value,basis
game-balrog-crafter-gemini31prothinking,points.csv,assumed,llm_estimate_judgment,"The Crafter human release publishes step counts and no durations; seconds come from a 5 fps rate the builder inferred from run_gui.py's default, so the builder's step set the number."
game-balrog-crafter-vlm-claude35sonnet,points.csv,assumed,llm_estimate_judgment,"The Crafter human release publishes step counts and no durations; seconds come from a 5 fps rate the builder inferred from run_gui.py's default, so the builder's step set the number."
game-balrog-crafter-vlm-gemini25pro,points.csv,assumed,llm_estimate_judgment,"The Crafter human release publishes step counts and no durations; seconds come from a 5 fps rate the builder inferred from run_gui.py's default, so the builder's step set the number."
reas-lean-textbook-algcomb-opus45,points.csv,assumed,llm_estimate_judgment,"The paper publishes no duration, headcount or hours; the value is the builder's construction of 90,000 human-equivalent Lean lines at 15,000 lines per person-year."
reas-navier-stokes-openai,points.csv,assumed,llm_estimate_judgment,"The note records that no published expert estimate of the duration exists; the value is the builder's three-component construction over discovery, write-up and Lean formalization."
reas-flt-lean-anthropic-internal,points.csv,assumed,llm_estimate_judgment,The note states the figure is reasoning rather than a citation; the value is the builder's estimate from the Imperial FLT project's realized lines-per-active-hour rate.
agen-lumen-d1-gemini31pro,points.csv,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
agen-lumen-d2-gemini31pro,points.csv,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
agen-lumen-d3-gemini31pro,points.csv,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
agen-lumen-d4-gemini31pro,points.csv,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
agen-lumen-d5-gemini31pro,points.csv,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
agen-mirrorcode-gotree-py-opus46,points.csv,assumed,source_estimate,"Epoch published four MirrorCode contributors' estimates for gotree (blog footnote 20, paper section 4); the value is their mean converted to active hours, so the source made the duration judgment."
agen-mirrorcode-cal-c-opus46,points.csv,assumed,llm_estimate_judgment,"The source publishes no duration estimate for this target; the value is the builder's transfer of gotree's implied rate, 19.5 active hours per 1,000 reference lines of code."
agen-mirrorcode-cal-py-opus46,points.csv,assumed,llm_estimate_judgment,"The source publishes no duration estimate for this target; the value is the builder's transfer of gotree's implied rate, 19.5 active hours per 1,000 reference lines of code."
agen-mirrorcode-cal-rust-opus46,points.csv,assumed,llm_estimate_judgment,"The source publishes no duration estimate for this target; the value is the builder's transfer of gotree's implied rate, 19.5 active hours per 1,000 reference lines of code."
agen-mirrorcode-choose-c-opus46,points.csv,assumed,llm_estimate_judgment,"The source publishes no duration estimate for this target; the value is the builder's transfer of gotree's implied rate, 19.5 active hours per 1,000 reference lines of code."
agen-mirrorcode-choose-py-opus46,points.csv,assumed,llm_estimate_judgment,"The source publishes no duration estimate for this target; the value is the builder's transfer of gotree's implied rate, 19.5 active hours per 1,000 reference lines of code."
agen-mirrorcode-choose-rust-opus46,points.csv,assumed,llm_estimate_judgment,"The source publishes no duration estimate for this target; the value is the builder's transfer of gotree's implied rate, 19.5 active hours per 1,000 reference lines of code."
lang-lait-novel-opening-gpt54,points.csv,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
robo-cholecystectomy-srth,points.csv,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
agen-epoch-swebench-dsv4promax-lt15m,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-dsv4promax-15m1h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gemini25pro-lt15m,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gemini25pro-15m1h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gemini31pro-ct-lt15m,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gemini31pro-ct-15m1h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gemini35flash-lt15m,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gemini35flash-15m1h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gemini3flash-lt15m,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gemini3flash-15m1h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gemini3pro-lt15m,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gemini3pro-15m1h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-glm5-lt15m,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-glm5-15m1h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-glm52max-lt15m,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-glm52max-15m1h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gpt41-lt15m,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gpt51codex-lt15m,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gpt51codex-15m1h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gpt51high-lt15m,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gpt51high-15m1h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gpt52high-lt15m,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gpt52high-15m1h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gpt53codex-lt15m,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gpt53codex-15m1h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gpt54high-lt15m,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gpt54high-15m1h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gpt54high-1h4h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gpt5high-lt15m,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gpt5high-15m1h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gpt5med-lt15m,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gpt5med-15m1h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gpt5mini-lt15m,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gpt5mini-15m1h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-kimik25-lt15m,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-kimik25-15m1h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-kimik26-lt15m,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-kimik26-15m1h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-o3med-lt15m,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-o3med-15m1h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-opus4-lt15m,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-opus4-15m1h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-opus41-lt15m,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-opus41-15m1h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-opus45-lt15m,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-opus45-15m1h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-opus46-lt15m,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-opus46-15m1h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-opus46cc-lt15m,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-opus46cc-15m1h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-opus46cc-1h4h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-opus47max-lt15m,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-opus47max-15m1h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-opus47max-1h4h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-opus47max-gt4h,points.csv,assumed,llm_estimate_judgment,"The source's annotators set only an open lower bound (>4 hours); the 6-hour value was chosen here after inspecting the three instances, so the builder's judgment set the number."
agen-epoch-swebench-qwen37max-lt15m,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-qwen37max-15m1h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-sonnet37-lt15m,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-sonnet37-15m1h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-sonnet45-lt15m,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-sonnet45-15m1h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-sonnet46-lt15m,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-sonnet46-15m1h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
game-balrog-crafter-deepseekr1,points.csv,assumed,llm_estimate_judgment,"The Crafter human release publishes step counts and no durations; seconds come from a 5 fps rate the builder inferred from run_gui.py's default, so the builder's step set the number."
work-apex-agents-kimik3,points.csv,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
work-apex-agents-gpt55,points.csv,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
work-apex-agents-glm52,points.csv,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
work-apex-agents-gpt54,points.csv,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
work-apex-agents-opus46,points.csv,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
game-balrog-crafter-rekaflash3,points.csv,assumed,llm_estimate_judgment,"The Crafter human release publishes step counts and no durations; seconds come from a 5 fps rate the builder inferred from run_gui.py's default, so the builder's step set the number."
agen-mirrorcode-gotree-py-opus45,points.csv,assumed,source_estimate,"Epoch published four MirrorCode contributors' estimates for gotree (blog footnote 20, paper section 4); the value is their mean converted to active hours, so the source made the duration judgment."
agen-epoch-swebench-gemini31pro-ct-gt4h,points.csv,assumed,llm_estimate_judgment,"The source's annotators set only an open lower bound (>4 hours); the 6-hour value was chosen here after inspecting the three instances, so the builder's judgment set the number."
agen-epoch-swebench-gemini35flash-1h4h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gemini35flash-gt4h,points.csv,assumed,llm_estimate_judgment,"The source's annotators set only an open lower bound (>4 hours); the 6-hour value was chosen here after inspecting the three instances, so the builder's judgment set the number."
agen-epoch-swebench-gemini3flash-gt4h,points.csv,assumed,llm_estimate_judgment,"The source's annotators set only an open lower bound (>4 hours); the 6-hour value was chosen here after inspecting the three instances, so the builder's judgment set the number."
agen-epoch-swebench-gemini3pro-gt4h,points.csv,assumed,llm_estimate_judgment,"The source's annotators set only an open lower bound (>4 hours); the 6-hour value was chosen here after inspecting the three instances, so the builder's judgment set the number."
agen-epoch-swebench-glm5-gt4h,points.csv,assumed,llm_estimate_judgment,"The source's annotators set only an open lower bound (>4 hours); the 6-hour value was chosen here after inspecting the three instances, so the builder's judgment set the number."
agen-epoch-swebench-glm52max-1h4h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-glm52max-gt4h,points.csv,assumed,llm_estimate_judgment,"The source's annotators set only an open lower bound (>4 hours); the 6-hour value was chosen here after inspecting the three instances, so the builder's judgment set the number."
agen-epoch-swebench-gpt4o1120-lt15m,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gpt51codex-gt4h,points.csv,assumed,llm_estimate_judgment,"The source's annotators set only an open lower bound (>4 hours); the 6-hour value was chosen here after inspecting the three instances, so the builder's judgment set the number."
agen-epoch-swebench-gpt52high-gt4h,points.csv,assumed,llm_estimate_judgment,"The source's annotators set only an open lower bound (>4 hours); the 6-hour value was chosen here after inspecting the three instances, so the builder's judgment set the number."
agen-epoch-swebench-gpt53codex-1h4h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gpt53codex-gt4h,points.csv,assumed,llm_estimate_judgment,"The source's annotators set only an open lower bound (>4 hours); the 6-hour value was chosen here after inspecting the three instances, so the builder's judgment set the number."
agen-epoch-swebench-gpt54high-gt4h,points.csv,assumed,llm_estimate_judgment,"The source's annotators set only an open lower bound (>4 hours); the 6-hour value was chosen here after inspecting the three instances, so the builder's judgment set the number."
agen-epoch-swebench-gpt5high-gt4h,points.csv,assumed,llm_estimate_judgment,"The source's annotators set only an open lower bound (>4 hours); the 6-hour value was chosen here after inspecting the three instances, so the builder's judgment set the number."
agen-epoch-swebench-kimik25-gt4h,points.csv,assumed,llm_estimate_judgment,"The source's annotators set only an open lower bound (>4 hours); the 6-hour value was chosen here after inspecting the three instances, so the builder's judgment set the number."
agen-epoch-swebench-kimik26-1h4h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-opus4-gt4h,points.csv,assumed,llm_estimate_judgment,"The source's annotators set only an open lower bound (>4 hours); the 6-hour value was chosen here after inspecting the three instances, so the builder's judgment set the number."
agen-epoch-swebench-opus41-1h4h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-opus41-gt4h,points.csv,assumed,llm_estimate_judgment,"The source's annotators set only an open lower bound (>4 hours); the 6-hour value was chosen here after inspecting the three instances, so the builder's judgment set the number."
agen-epoch-swebench-opus45-1h4h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-opus45-gt4h,points.csv,assumed,llm_estimate_judgment,"The source's annotators set only an open lower bound (>4 hours); the 6-hour value was chosen here after inspecting the three instances, so the builder's judgment set the number."
agen-epoch-swebench-opus46-1h4h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-opus46-gt4h,points.csv,assumed,llm_estimate_judgment,"The source's annotators set only an open lower bound (>4 hours); the 6-hour value was chosen here after inspecting the three instances, so the builder's judgment set the number."
agen-epoch-swebench-opus46cc-gt4h,points.csv,assumed,llm_estimate_judgment,"The source's annotators set only an open lower bound (>4 hours); the 6-hour value was chosen here after inspecting the three instances, so the builder's judgment set the number."
agen-epoch-swebench-qwen37max-gt4h,points.csv,assumed,llm_estimate_judgment,"The source's annotators set only an open lower bound (>4 hours); the 6-hour value was chosen here after inspecting the three instances, so the builder's judgment set the number."
