point_id,ai_cost_usd,ai_cost_basis,ai_cost_date,human_cost_usd,human_cost_basis,evidence
perc-mnist-lenet5,,not_available,,,not_available,Operation-count row on a research/in-product model never sold through a per-token API; list-prices.csv carries it as not_api_served.
perc-birdsong-birdnet,,not_available,,,not_available,Operation-count row on a research/in-product model never sold through a per-token API; list-prices.csv carries it as not_api_served.
reas-arcagi-v2-gpt52-xhigh,1.572233,reported,2025-12-04,,not_available,"ARC Prize release retains a per-attempt metadata.cost block (prompt/completion/reasoning/total). Summed over the point's two retained attempts per test case and averaged with the same human-observation weights the note uses for tokens; the recomputed token mean reproduces points.csv exactly, so the weighting matches. 112 pairs, 849 weights."
perc-speakerid-ecapa,,not_available,,,not_available,Operation-count row on a research/in-product model never sold through a per-token API; list-prices.csv carries it as not_api_served.
reas-arcagi-v2-gpt52-none,0.061886,reported,2025-12-06,,not_available,"ARC Prize release retains a per-attempt metadata.cost block (prompt/completion/reasoning/total). Summed over the point's two retained attempts per test case and averaged with the same human-observation weights the note uses for tokens; the recomputed token mean reproduces points.csv exactly, so the weighting matches. 161 pairs, 1240 weights."
reas-arcagi-v2-gpt52-low,0.198305,reported,2025-12-05,,not_available,"ARC Prize release retains a per-attempt metadata.cost block (prompt/completion/reasoning/total). Summed over the point's two retained attempts per test case and averaged with the same human-observation weights the note uses for tokens; the recomputed token mean reproduces points.csv exactly, so the weighting matches. 161 pairs, 1240 weights."
reas-arcagi-v2-gpt52-medium,0.570490,reported,2025-12-07,,not_available,"ARC Prize release retains a per-attempt metadata.cost block (prompt/completion/reasoning/total). Summed over the point's two retained attempts per test case and averaged with the same human-observation weights the note uses for tokens; the recomputed token mean reproduces points.csv exactly, so the weighting matches. 160 pairs, 1231 weights."
reas-arcagi-v2-gpt52-high,1.093212,reported,2025-12-08,,not_available,"ARC Prize release retains a per-attempt metadata.cost block (prompt/completion/reasoning/total). Summed over the point's two retained attempts per test case and averaged with the same human-observation weights the note uses for tokens; the recomputed token mean reproduces points.csv exactly, so the weighting matches. 153 pairs, 1178 weights."
perc-imagenet-parity-effnet,,not_available,,,not_available,Operation-count row on a research/in-product model never sold through a per-token API; list-prices.csv carries it as not_api_served.
perc-imagenet-parity-mnv3,,not_available,,,not_available,Operation-count row on a research/in-product model never sold through a per-token API; list-prices.csv carries it as not_api_served.
perc-faceverif-arcface,,not_available,,,not_available,Operation-count row on a research/in-product model never sold through a per-token API; list-prices.csv carries it as not_api_served.
perc-skin-inceptionv3,,not_available,,,not_available,Operation-count row on a research/in-product model never sold through a per-token API; list-prices.csv carries it as not_api_served.
perc-retina-dr-inceptionv3,,not_available,,,not_available,Operation-count row on a research/in-product model never sold through a per-token API; list-prices.csv carries it as not_api_served.
perc-mammo-deepmind,,not_available,,,not_available,Operation-count row on a research/in-product model never sold through a per-token API; list-prices.csv carries it as not_api_served.
perc-coco-yolov8n,,not_available,,,not_available,Operation-count row on a research/in-product model never sold through a per-token API; list-prices.csv carries it as not_api_served.
perc-coco-yolov8s,,not_available,,,not_available,Operation-count row on a research/in-product model never sold through a per-token API; list-prices.csv carries it as not_api_served.
perc-coco-yolov8m,,not_available,,,not_available,Operation-count row on a research/in-product model never sold through a per-token API; list-prices.csv carries it as not_api_served.
perc-coco-yolov8l,,not_available,,,not_available,Operation-count row on a research/in-product model never sold through a per-token API; list-prices.csv carries it as not_api_served.
perc-coco-yolov8x,,not_available,,,not_available,Operation-count row on a research/in-product model never sold through a per-token API; list-prices.csv carries it as not_api_served.
perc-asr-parity-whisper,,not_available,,,not_available,"Whisper checkpoints run locally for an operation count. The OpenAI Whisper API exists but bills per audio minute (0.006 USD/min), not per token, so no per-token list price applies and the source states no dollar amount."
perc-asr-gpt4o,,not_available,,,not_available,Constructed one-minute work unit with assumed 200 output and 20 framing tokens and a billing-derived 600 audio positions; no run and no reported amount.
reas-implicit-cot-mult11,,not_available,,,not_available,GPT-2 research fine-tunes with no hosted endpoint; list-prices.csv carries them as self_hosted.
reas-implicit-cot-mult4,,not_available,,,not_available,GPT-2 research fine-tunes with no hosted endpoint; list-prices.csv carries them as self_hosted.
reas-implicit-cot-mult5,,not_available,,,not_available,GPT-2 research fine-tunes with no hosted endpoint; list-prices.csv carries them as self_hosted.
reas-implicit-cot-mult7,,not_available,,,not_available,GPT-2 research fine-tunes with no hosted endpoint; list-prices.csv carries them as self_hosted.
reas-implicit-cot-mult9,,not_available,,,not_available,GPT-2 research fine-tunes with no hosted endpoint; list-prices.csv carries them as self_hosted.
reas-implicit-cot-gsm8k-medium,,not_available,,,not_available,GPT-2 research fine-tunes with no hosted endpoint; list-prices.csv carries them as self_hosted.
reas-implicit-cot-gsm8k-small,,not_available,,,not_available,GPT-2 research fine-tunes with no hosted endpoint; list-prices.csv carries them as self_hosted.
reas-arcagi-v2-opus46-max,2.758243,reported,2026-02-04,,not_available,"ARC Prize release retains a per-attempt metadata.cost block (prompt/completion/reasoning/total). Summed over the point's two retained attempts per test case and averaged with the same human-observation weights the note uses for tokens; the recomputed token mean reproduces points.csv exactly, so the weighting matches. 152 pairs, 1179 weights."
reas-arcagi-v2-sonnet45-32k,0.600634,reported,2025-09-30,,not_available,"ARC Prize release retains a per-attempt metadata.cost block (prompt/completion/reasoning/total). Summed over the point's two retained attempts per test case and averaged with the same human-observation weights the note uses for tokens; the recomputed token mean reproduces points.csv exactly, so the weighting matches. 161 pairs, 1240 weights."
reas-arcagi-v2-gemini3pro,0.609689,reported,2025-11-15,,not_available,"ARC Prize release retains a per-attempt metadata.cost block (prompt/completion/reasoning/total). Summed over the point's two retained attempts per test case and averaged with the same human-observation weights the note uses for tokens; the recomputed token mean reproduces points.csv exactly, so the weighting matches. 156 pairs, 1194 weights."
reas-arcagi-v2-gpt54-high,,not_available,,,not_available,"ARC Prize harness exported cost 0.00 on every retained attempt (pre-release alias galapagos-alpha); the model carried no published per-token rate on the run date, so neither a reported amount nor a list price applies. Tokens do exist (15,259 in / 48,721 out, same weighting): at the 2026-03-05 GPT-5.4 sheet of 2.50/15 that would be 0.768960 USD, if the merge prefers a post-hoc list price to a blank."
reas-arcagi-v2-kimi-k25,0.215274,reported,2026-02-12,,not_available,"ARC Prize release retains a per-attempt metadata.cost block (prompt/completion/reasoning/total). Summed over the point's two retained attempts per test case and averaged with the same human-observation weights the note uses for tokens; the recomputed token mean reproduces points.csv exactly, so the weighting matches. 161 pairs, 1240 weights."
reas-arcagi-v2-dsv32,0.094239,reported,2026-02-23,,not_available,"ARC Prize release retains a per-attempt metadata.cost block (prompt/completion/reasoning/total). Summed over the point's two retained attempts per test case and averaged with the same human-observation weights the note uses for tokens; the recomputed token mean reproduces points.csv exactly, so the weighting matches. 159 pairs, 1222 weights."
reas-arcagi-v2-glm5,0.209229,reported,2026-02-20,,not_available,"ARC Prize release retains a per-attempt metadata.cost block (prompt/completion/reasoning/total). Summed over the point's two retained attempts per test case and averaged with the same human-observation weights the note uses for tokens; the recomputed token mean reproduces points.csv exactly, so the weighting matches. 160 pairs, 1231 weights."
perc-ocr-tesseract,,not_available,,,not_available,Operation-count row on a research/in-product model never sold through a per-token API; list-prices.csv carries it as not_api_served.
perc-geoguessr-pigeon,,not_available,,,not_available,Operation-count row on a research/in-product model never sold through a per-token API; list-prices.csv carries it as not_api_served.
speech-vits-ljs-five-excerpts,,not_available,,,not_available,Operation-count row on a research/in-product model never sold through a per-token API; list-prices.csv carries it as not_api_served.
physical-table-tennis-dambrosio2024-minute,,not_available,,,not_available,"Robotics policy or control system, never API-served; list-prices.csv carries it as not_api_served. No dollar figure in the source."
reas-arcagi-v1-qwq32b,0.034178,reported,2025-03-06,,not_available,"ARC Prize release retains a per-attempt metadata.cost block (prompt/completion/reasoning/total). Summed over the point's two retained attempts per test case and averaged with the same human-observation weights the note uses for tokens; the recomputed token mean reproduces points.csv exactly, so the weighting matches. 400 pairs, 4091 weights."
reas-arcagi-v1-dsv32,0.068886,reported,2026-02-21,,not_available,"ARC Prize release retains a per-attempt metadata.cost block (prompt/completion/reasoning/total). Summed over the point's two retained attempts per test case and averaged with the same human-observation weights the note uses for tokens; the recomputed token mean reproduces points.csv exactly, so the weighting matches. 374 pairs, 3826 weights."
reas-arcagi-v1-sonnet45-32k,0.419911,reported,2025-09-30,,not_available,"ARC Prize release retains a per-attempt metadata.cost block (prompt/completion/reasoning/total). Summed over the point's two retained attempts per test case and averaged with the same human-observation weights the note uses for tokens; the recomputed token mean reproduces points.csv exactly, so the weighting matches. 400 pairs, 4091 weights."
reas-arcagi-v1-gpt52-high,0.372510,reported,2025-12-08,,not_available,"ARC Prize release retains a per-attempt metadata.cost block (prompt/completion/reasoning/total). Summed over the point's two retained attempts per test case and averaged with the same human-observation weights the note uses for tokens; the recomputed token mean reproduces points.csv exactly, so the weighting matches. 400 pairs, 4091 weights."
reas-arcagi-v1-gemini3pro,0.352259,reported,2025-11-15,,not_available,"ARC Prize release retains a per-attempt metadata.cost block (prompt/completion/reasoning/total). Summed over the point's two retained attempts per test case and averaged with the same human-observation weights the note uses for tokens; the recomputed token mean reproduces points.csv exactly, so the weighting matches. 399 pairs, 4082 weights."
memo-story-baseball-llama3-8b-taskpr,,not_available,,,not_available,"Llama 3 8B served through an unidentified OpenAI-compatible wrapper; the note records that no native token or cache counters survive and names no host, so no list price can be attached to the run. Human participants were paid a flat 20 USD for a one-hour session covering ten tasks, which does not isolate to one story-recall attempt."
memo-story-eyespy-llama3-8b-taskpr,,not_available,,,not_available,"Llama 3 8B served through an unidentified OpenAI-compatible wrapper; the note records that no native token or cache counters survive and names no host, so no list price can be attached to the run. Human participants were paid a flat 20 USD for a one-hour session covering ten tasks, which does not isolate to one story-recall attempt."
memo-story-pieman-llama3-8b-taskpr,,not_available,,,not_available,"Llama 3 8B served through an unidentified OpenAI-compatible wrapper; the note records that no native token or cache counters survive and names no host, so no list price can be attached to the run. Human participants were paid a flat 20 USD for a one-hour session covering ten tasks, which does not isolate to one story-recall attempt."
memo-story-oregon-trail-llama3-8b-taskpr,,not_available,,,not_available,"Llama 3 8B served through an unidentified OpenAI-compatible wrapper; the note records that no native token or cache counters survive and names no host, so no list price can be attached to the run. Human participants were paid a flat 20 USD for a one-hour session covering ten tasks, which does not isolate to one story-recall attempt."
reas-arcagi-v1-gpt4o,0.044229,reported,2026-03-17,,not_available,"ARC Prize release retains a per-attempt metadata.cost block (prompt/completion/reasoning/total). Summed over the point's two retained attempts per test case and averaged with the same human-observation weights the note uses for tokens; the recomputed token mean reproduces points.csv exactly, so the weighting matches. 399 pairs, 4086 weights."
reas-arcagi-v1-gpt52-none,0.036048,reported,2025-12-06,,not_available,"ARC Prize release retains a per-attempt metadata.cost block (prompt/completion/reasoning/total). Summed over the point's two retained attempts per test case and averaged with the same human-observation weights the note uses for tokens; the recomputed token mean reproduces points.csv exactly, so the weighting matches. 400 pairs, 4091 weights."
reas-arcagi-v1-gpt54-high,,not_available,,,not_available,"ARC Prize harness exported cost 0.00 on every retained attempt (pre-release alias galapagos-alpha); the model carried no published per-token rate on the run date, so neither a reported amount nor a list price applies. Tokens do exist (9,630 in / 15,039 out, same weighting): at the 2026-03-05 GPT-5.4 sheet of 2.50/15 that would be 0.249653 USD, if the merge prefers a post-hoc list price to a blank."
reas-arcagi-v1-kimi-k25,0.130735,reported,2026-02-12,,not_available,"ARC Prize release retains a per-attempt metadata.cost block (prompt/completion/reasoning/total). Summed over the point's two retained attempts per test case and averaged with the same human-observation weights the note uses for tokens; the recomputed token mean reproduces points.csv exactly, so the weighting matches. 395 pairs, 4041 weights."
reas-arcagi-v1-opus46-max,1.212116,reported,2026-02-04,,not_available,"ARC Prize release retains a per-attempt metadata.cost block (prompt/completion/reasoning/total). Summed over the point's two retained attempts per test case and averaged with the same human-observation weights the note uses for tokens; the recomputed token mean reproduces points.csv exactly, so the weighting matches. 400 pairs, 4091 weights."
reas-arcagi-v1-qwen3-235b,0.001959,reported,2025-07-22,,not_available,"ARC Prize release retains a per-attempt metadata.cost block (prompt/completion/reasoning/total). Summed over the point's two retained attempts per test case and averaged with the same human-observation weights the note uses for tokens; the recomputed token mean reproduces points.csv exactly, so the weighting matches. 400 pairs, 4091 weights."
memo-book-name-cloze-gpt4,,not_available,,,not_available,"Chang et al. release all 9,057 GPT-4 responses and the literal prompt but no usage counters; the row's tokens are a cl100k_base reconstruction (mean 193.7603 in incl. 8 wrapper positions, 7.76957 out). Left blank to match other-a-l.csv. For reference, at the gpt-4 sheet in force over the 2023 collection (30/60) that reconstruction is 0.006279 USD."
perc-ocr-gpt4o-omnidocbench-en,,not_available,,,not_available,"OmniDocBench's own inference script discards usage counters; output length is a ground-truth-length proxy, so any dollar figure would be estimated."
writing-sketchagent-quickdraw-sonnet35,0.05,reported,2024-06-20,,not_available,"SketchAgent CVPR 2025 supplement S1/2.1 states an average API cost of 0.05 USD per sketch, the row's own work unit; the dataset already inverts this figure to recover output tokens. Run date not stated, so the date is the June 2024 Claude 3.5 Sonnet price sheet the source itself prices against."
reas-arcagi-v1-opus46-low,0.370963,reported,2026-02-04,,not_available,"ARC Prize release retains a per-attempt metadata.cost block (prompt/completion/reasoning/total). Summed over the point's two retained attempts per test case and averaged with the same human-observation weights the note uses for tokens; the recomputed token mean reproduces points.csv exactly, so the weighting matches. 398 pairs, 4071 weights."
reas-arcagi-v1-opus48-max,1.340120,reported,2026-05-29,,not_available,"ARC Prize release retains a per-attempt metadata.cost block (prompt/completion/reasoning/total). Summed over the point's two retained attempts per test case and averaged with the same human-observation weights the note uses for tokens; the recomputed token mean reproduces points.csv exactly, so the weighting matches. 383 pairs, 3945 weights."
reas-codecontests-alphacode-ensemble-1m,,not_available,,,not_available,Operation-count row on a research/in-product model never sold through a per-token API; list-prices.csv carries it as not_api_served.
reas-arcagi-v1-gemini3dt,,not_available,,,not_available,"ARC Prize harness exported cost 0.00 on every retained attempt (Deep Think preview, Ultra-subscriber gated); the model carried no published per-token rate on the run date, so neither a reported amount nor a list price applies."
reas-arcagi-v1-gpt52-xhigh,0.595398,reported,2025-12-05,,not_available,"ARC Prize release retains a per-attempt metadata.cost block (prompt/completion/reasoning/total). Summed over the point's two retained attempts per test case and averaged with the same human-observation weights the note uses for tokens; the recomputed token mean reproduces points.csv exactly, so the weighting matches. 379 pairs, 3901 weights."
reas-arcagi-v1-grok420,0.220112,reported,2026-03-11,,not_available,"ARC Prize release retains a per-attempt metadata.cost block (prompt/completion/reasoning/total). Summed over the point's two retained attempts per test case and averaged with the same human-observation weights the note uses for tokens; the recomputed token mean reproduces points.csv exactly, so the weighting matches. 400 pairs, 4091 weights."
reas-arcagi-v2-gemini3dt,,not_available,,,not_available,"ARC Prize harness exported cost 0.00 on every retained attempt (Deep Think preview, Ultra-subscriber gated); the model carried no published per-token rate on the run date, so neither a reported amount nor a list price applies."
reas-arcagi-v2-grok420,0.689746,reported,2026-03-11,,not_available,"ARC Prize release retains a per-attempt metadata.cost block (prompt/completion/reasoning/total). Summed over the point's two retained attempts per test case and averaged with the same human-observation weights the note uses for tokens; the recomputed token mean reproduces points.csv exactly, so the weighting matches. 161 pairs, 1240 weights."
perc-geolocation-fairlocator-gpt4o,,not_available,,,not_available,FairLocator releases no usage counters or response texts for this experiment; the 400 primary and 40 helper output tokens are assumed allowances.
memo-binary-1024-llama2-13b,,not_available,,,not_available,Self-hosted fine-tuning run (6P training arithmetic); no API billing and no reported cost.
noy-zhang-hr-vr-email,,not_available,,,not_available,"Answers were produced in the free ChatGPT web preview, which was not token-metered; list-prices.csv carries chatgpt-gpt35-2022 as not_api_served. Human (Noy-Zhang): participants got a 10 USD base for the whole survey plus 1 USD per grade point per essay (up to 14 USD), averaging 18.3 USD per participant across two writing tasks - the supplement states no payment for one task, so it cannot be isolated to this row's unit."
noy-zhang-hr-reorganization-email,,not_available,,,not_available,"Answers were produced in the free ChatGPT web preview, which was not token-metered; list-prices.csv carries chatgpt-gpt35-2022 as not_api_served. Human (Noy-Zhang): participants got a 10 USD base for the whole survey plus 1 USD per grade point per essay (up to 14 USD), averaging 18.3 USD per participant across two writing tasks - the supplement states no payment for one task, so it cannot be isolated to this row's unit."
noy-zhang-churn-analysis-plan,,not_available,,,not_available,"Answers were produced in the free ChatGPT web preview, which was not token-metered; list-prices.csv carries chatgpt-gpt35-2022 as not_api_served. Human (Noy-Zhang): participants got a 10 USD base for the whole survey plus 1 USD per grade point per essay (up to 14 USD), averaging 18.3 USD per participant across two writing tasks - the supplement states no payment for one task, so it cannot be isolated to this row's unit."
noy-zhang-notification-analysis-plan,,not_available,,,not_available,"Answers were produced in the free ChatGPT web preview, which was not token-metered; list-prices.csv carries chatgpt-gpt35-2022 as not_api_served. Human (Noy-Zhang): participants got a 10 USD base for the whole survey plus 1 USD per grade point per essay (up to 14 USD), averaging 18.3 USD per participant across two writing tasks - the supplement states no payment for one task, so it cannot be isolated to this row's unit."
noy-zhang-vr-gym-cover-letter,,not_available,,,not_available,"Answers were produced in the free ChatGPT web preview, which was not token-metered; list-prices.csv carries chatgpt-gpt35-2022 as not_api_served. Human (Noy-Zhang): participants got a 10 USD base for the whole survey plus 1 USD per grade point per essay (up to 14 USD), averaging 18.3 USD per participant across two writing tasks - the supplement states no payment for one task, so it cannot be isolated to this row's unit."
noy-zhang-ai-tutor-cover-letter,,not_available,,,not_available,"Answers were produced in the free ChatGPT web preview, which was not token-metered; list-prices.csv carries chatgpt-gpt35-2022 as not_api_served. Human (Noy-Zhang): participants got a 10 USD base for the whole survey plus 1 USD per grade point per essay (up to 14 USD), averaging 18.3 USD per participant across two writing tasks - the supplement states no payment for one task, so it cannot be isolated to this row's unit."
noy-zhang-manager-vr-email,,not_available,,,not_available,"Answers were produced in the free ChatGPT web preview, which was not token-metered; list-prices.csv carries chatgpt-gpt35-2022 as not_api_served. Human (Noy-Zhang): participants got a 10 USD base for the whole survey plus 1 USD per grade point per essay (up to 14 USD), averaging 18.3 USD per participant across two writing tasks - the supplement states no payment for one task, so it cannot be isolated to this row's unit."
noy-zhang-manager-reorganization-email,,not_available,,,not_available,"Answers were produced in the free ChatGPT web preview, which was not token-metered; list-prices.csv carries chatgpt-gpt35-2022 as not_api_served. Human (Noy-Zhang): participants got a 10 USD base for the whole survey plus 1 USD per grade point per essay (up to 14 USD), averaging 18.3 USD per participant across two writing tasks - the supplement states no payment for one task, so it cannot be isolated to this row's unit."
noy-zhang-smartbike-press-release,,not_available,,,not_available,"Answers were produced in the free ChatGPT web preview, which was not token-metered; list-prices.csv carries chatgpt-gpt35-2022 as not_api_served. Human (Noy-Zhang): participants got a 10 USD base for the whole survey plus 1 USD per grade point per essay (up to 14 USD), averaging 18.3 USD per participant across two writing tasks - the supplement states no payment for one task, so it cannot be isolated to this row's unit."
noy-zhang-ar-glasses-press-release,,not_available,,,not_available,"Answers were produced in the free ChatGPT web preview, which was not token-metered; list-prices.csv carries chatgpt-gpt35-2022 as not_api_served. Human (Noy-Zhang): participants got a 10 USD base for the whole survey plus 1 USD per grade point per essay (up to 14 USD), averaging 18.3 USD per participant across two writing tasks - the supplement states no payment for one task, so it cannot be isolated to this row's unit."
reas-work-calendar-naturalplan-gemini15pro-5shot,,not_available,,,not_available,"Natural Plan releases the 1,000 five-shot prompts and predictions but no usage counters; the row's tokens are the note's Gemma-tokenizer reconstruction (2,237.257 in, 47.512 out, plus a 12-position framing allowance), so a dollar figure would not be an observed count. Left blank to match other-a-l.csv, which leaves tokenizer reconstructions unpriced. For reference, at the 2024-05-23 Gemini 1.5 Pro sheet (3.50/10.50, short tier) that reconstruction is 0.008371 USD."
16x-clean-markdown-sonnet4,0.007671,list_price,2025-07-17,,not_available,"16x Eval public export retains the run's own input and output counters (687 in; 374 Sonnet / 398 Opus out), reasoning zero, Anthropic provider, run dated 2025-07-17. One recorded response, matching the row's unit. Priced 687 in + 374 out tokens at 3.0/15.0 USD per Mtok."
16x-clean-markdown-opus4,0.040155,list_price,2025-07-17,,not_available,"16x Eval public export retains the run's own input and output counters (687 in; 374 Sonnet / 398 Opus out), reasoning zero, Anthropic provider, run dated 2025-07-17. One recorded response, matching the row's unit. Priced 687 in + 398 out tokens at 15.0/75.0 USD per Mtok."
phys-vima200m-visual-manipulation,,not_available,,,not_available,"Robotics policy or control system, never API-served; list-prices.csv carries it as not_api_served. No dollar figure in the source."
vending-bench-2-gpt56sol,339.57,reported,2026-09-12,,not_available,"Andon Labs V2 report module (retained v2-token-cost-data.json) states mean_cost 339.57 USD per run for ""GPT-5.6 Sol"" over 5 runs, at the same run-mean unit as compute_flops. Date is the retained 2026-09-12 report snapshot; Andon does not state the run dates. Andon priced GPT-5.6 Sol at 5/30 per Mtok, above the 4/20 list sheet."
vending-bench-2-opus46,682.37,reported,2026-09-12,,not_available,"Andon Labs V2 report module (retained v2-token-cost-data.json) states mean_cost 682.37 USD per run for ""Claude Opus 4.6"" over 5 runs, at the same run-mean unit as compute_flops. Date is the retained 2026-09-12 report snapshot; Andon does not state the run dates. Andon priced GPT-5.6 Sol at 5/30 per Mtok, above the 4/20 list sheet."
vending-bench-2-opus47,558.60,reported,2026-09-12,,not_available,"Andon Labs V2 report module (retained v2-token-cost-data.json) states mean_cost 558.60 USD per run for ""Claude Opus 4.7"" over 6 runs, at the same run-mean unit as compute_flops. Date is the retained 2026-09-12 report snapshot; Andon does not state the run dates. Andon priced GPT-5.6 Sol at 5/30 per Mtok, above the 4/20 list sheet."
vending-bench-2-opus5,555.00,reported,2026-09-12,,not_available,"Andon Labs V2 report module (retained v2-token-cost-data.json) states mean_cost 555.00 USD per run for ""Claude Opus 5"" over 6 runs, at the same run-mean unit as compute_flops. Date is the retained 2026-09-12 report snapshot; Andon does not state the run dates. Andon priced GPT-5.6 Sol at 5/30 per Mtok, above the 4/20 list sheet."
phys-openvla-corn-placement-demos,,not_available,,,not_available,"Open-weight research checkpoint the source ran itself; list-prices.csv carries it as self_hosted, with no published per-token rate."
reas-strawberry-opus41,0.010641,list_price,2025-08-10,,not_available,"Max Woolf ran 100 fresh OpenRouter calls per model on 2025-08-10; the retained dataset gives native per-call prompt and completion counts, and the row is their mean. Priced at the model's first-party list sheet in force that day. OpenRouter's routed upstream provider is not retained. Priced 18 in + 138.28 out tokens at 15.0/75.0 USD per Mtok."
reas-strawberry-sonnet4,0.001431,list_price,2025-08-10,,not_available,"Max Woolf ran 100 fresh OpenRouter calls per model on 2025-08-10; the retained dataset gives native per-call prompt and completion counts, and the row is their mean. Priced at the model's first-party list sheet in force that day. OpenRouter's routed upstream provider is not retained. Priced 18 in + 91.82 out tokens at 3.0/15.0 USD per Mtok."
reas-strawberry-gpt5-chat,0.000401,list_price,2025-08-10,,not_available,"Max Woolf ran 100 fresh OpenRouter calls per model on 2025-08-10; the retained dataset gives native per-call prompt and completion counts, and the row is their mean. Priced at the model's first-party list sheet in force that day. OpenRouter's routed upstream provider is not retained. Priced 17 in + 37.95 out tokens at 1.25/10.0 USD per Mtok."
reas-strawberry-gpt5-mini,0.000318,list_price,2025-08-10,,not_available,"Max Woolf ran 100 fresh OpenRouter calls per model on 2025-08-10; the retained dataset gives native per-call prompt and completion counts, and the row is their mean. Priced at the model's first-party list sheet in force that day. OpenRouter's routed upstream provider is not retained. Priced 16 in + 157.21 out tokens at 0.25/2.0 USD per Mtok."
