point_id,ai_cost_usd,ai_cost_basis,ai_cost_date,human_cost_usd,human_cost_basis,evidence
agen-codexfer-codellama7b,,not_available,,,not_available,Fine-tuning run on self-hosted open weights; no per-token price applies and the source reports no training dollar cost. Source reports no payment or price for the human baseline.
agen-codexfer-codellama34b,,not_available,,,not_available,Fine-tuning run on self-hosted open weights; no per-token price applies and the source reports no training dollar cost. Source reports no payment or price for the human baseline.
agen-codexfer-kotlin7b,,not_available,,,not_available,Fine-tuning run on self-hosted open weights; no per-token price applies and the source reports no training dollar cost. Source reports no payment or price for the human baseline.
agen-codexfer-mplt-ocaml1b,,not_available,,,not_available,Fine-tuning run on self-hosted open weights; no per-token price applies and the source reports no training dollar cost. Source reports no payment or price for the human baseline.
agen-codexfer-mplt-ocaml15b,,not_available,,,not_available,Fine-tuning run on self-hosted open weights; no per-token price applies and the source reports no training dollar cost. Source reports no payment or price for the human baseline.
agen-codexfer-mplt-racket15b,,not_available,,,not_available,Fine-tuning run on self-hosted open weights; no per-token price applies and the source reports no training dollar cost. Source reports no payment or price for the human baseline.
lang-exam-gre-verbal-gpt4,,not_available,,,not_available,Pre-release GPT-4 snapshot never sold on the API; the row's token counts are reconstructed and the source publishes no usage log or cost. Source reports no payment or price for the human baseline.
lang-exam-mbe-gpt4,,not_available,,,not_available,Pre-release GPT-4 snapshot never sold on the API; the row's token counts are reconstructed and the source publishes no usage log or cost. Source reports no payment or price for the human baseline.
lang-exam-mmlu-gpt4,,not_available,,,not_available,Pre-release GPT-4 snapshot never sold on the API; the row's token counts are reconstructed and the source publishes no usage log or cost. Source reports no payment or price for the human baseline.
lang-exam-usmle-gpt4,,not_available,,,not_available,"GPT-4 has a list price, but the row's 228.2 tokens/question are reconstructed from the prompt template and an assumed completion length; no usage log or dollar figure exists for the run. Source reports no payment or price for the human baseline."
lang-mmlu-parity-expert,,not_available,,,not_available,Meta's own Llama 3.1 405B evaluation ran the open weights in-house; no per-token payment was made and no usage log is published. Source reports no payment or price for the human baseline.
lang-mmlu-parity-typical,,not_available,,,not_available,"GPT-3 davinci MMLU run has no retained usage log; the token count is a reconstruction, and the 2020-2022 base-davinci rate is itself unresolved in the price table. Source reports no payment or price for the human baseline."
lang-bigbench-parity-palm,,not_available,,,not_available,PaLM 540B was never sold through a per-token API. Source reports no payment or price for the human baseline.
lang-trivia-question-llm,,not_available,,,not_available,Meta's own Llama 3.1 405B evaluation ran the open weights in-house; no per-token payment was made and no usage log is published. Source reports no payment or price for the human baseline.
game-go-alphagozero-40block-policy,,not_available,,,not_available,"DeepMind/OpenAI research agent, never sold through a per-token API; the row is an operation count from architecture and workload, with no token or dollar record. Source reports no payment or price for the human baseline."
game-go-alphagozero-40block-1600,,not_available,,,not_available,"DeepMind/OpenAI research agent, never sold through a per-token API; the row is an operation count from architecture and workload, with no token or dollar record. Source reports no payment or price for the human baseline."
agen-work-taubench-retail,,not_available,,,not_available,"Released tau-bench retail trajectories carry no usage counters and no agent cost (only a user-simulator price); the 78,464-token mean is a cl100k reconstruction, so no observed figure exists. Source reports no payment or price for the human baseline."
agen-work-tau2-telecom,0.109957,reported,2025-06-04,,not_available,"tau2-bench release file records agent_cost per simulation; total $50.140428 over the 456 worker runs gives a mean of $0.1099571, the same unit and statistic as compute_flops; user-simulator cost ($0.0864364 mean) excluded as environment; run timestamp 2025-06-04. Source reports no payment or price for the human baseline."
agen-work-agentcompany,0.678847,list_price,2025-05-09,,not_available,"Native LiteLLM usage over the 31 deduplicated calls of the released OpenHands trajectory: prompt 1,159,590 (includes 1,159,432 cache reads), cache creation 70,517, output 4,407; fresh input 158; priced at Claude 3.7 Sonnet standard rates; trajectory dated 2025-05-09. Source reports no payment or price for the human baseline."
agen-osworld,0.660435,list_price,2025-10-30,,not_available,"Native Bedrock usage in the released OSWorld runtime log over 15 calls: 207,525 input (multimodal, cache counters zero), 2,524 output including the thinking block; priced at Claude Sonnet 4.5 first-party standard rates; run 2025-10-30. Source reports no payment or price for the human baseline."
cyber-lyptus-password-strings-opus3,0.006525,list_price,2026-03-15,,not_available,"Lyptus eval-log native usage for the one selected run: 375 fresh input, 0 cache creation, 0 cache read, 12 output (reasoning included); priced at claude-3-opus-20240229 standard rates on 2026-03-15; no dollar figure in the release. Source reports no payment or price for the human baseline."
cyber-lyptus-cal-latex-opus3,0.00783,list_price,2026-03-16,,not_available,"Lyptus eval-log native usage for the one selected run: 137 fresh input, 0 cache creation, 0 cache read, 77 output (reasoning included); priced at claude-3-opus-20240229 standard rates on 2026-03-16; no dollar figure in the release. Source reports no payment or price for the human baseline."
cyber-lyptus-keygenme-gpt4o,0.05306,list_price,2026-03-27,,not_available,"Lyptus eval-log native usage for the one selected run: 17,772 fresh input, 0 cache creation, 0 cache read, 863 output (reasoning included); priced at gpt-4o-2024-08-06 standard rates on 2026-03-27; no dollar figure in the release. Source reports no payment or price for the human baseline."
cyber-lyptus-packedaway-gemini25pro,0.017634,list_price,2026-03-17,,not_available,"Lyptus eval-log native usage for the one selected run: 6,667 fresh input, 0 cache creation, 1,605 cache read, 910 output (reasoning included); priced at gemini-2.5-pro standard rates on 2026-03-17; no dollar figure in the release. Source reports no payment or price for the human baseline."
cyber-lyptus-back-to-past-gemini25pro,0.294486,list_price,2026-03-17,,not_available,"Lyptus eval-log native usage for the one selected run: 139,023 fresh input, 0 cache creation, 290,698 cache read, 8,437 output (reasoning included); priced at gemini-2.5-pro standard rates on 2026-03-17; no dollar figure in the release. Source reports no payment or price for the human baseline."
cyber-lyptus-flatbuffers-opus46,0.578707,list_price,2026-03-13,,not_available,"Lyptus eval-log native usage for the one selected run: 9,061 fresh input, 31,140 cache creation, 312,703 cache read, 7,297 output (reasoning included); priced at claude-opus-4-6 standard rates on 2026-03-13; no dollar figure in the release. Source reports no payment or price for the human baseline."
cyber-lyptus-stock-management-sonnet46,0.029472,list_price,2026-03-20,,not_available,"Lyptus eval-log native usage for the one selected run: 1,445 fresh input, 3,524 cache creation, 2,540 cache read, 744 output (reasoning included); priced at claude-sonnet-4-6 standard rates on 2026-03-20; no dollar figure in the release. Source reports no payment or price for the human baseline."
cyber-lyptus-kill-pcap-gpt4o,0.167,list_price,2026-03-27,,not_available,"Lyptus eval-log native usage for the one selected run: 37,208 fresh input, 0 cache creation, 49,920 cache read, 1,158 output (reasoning included); priced at gpt-4o-2024-08-06 standard rates on 2026-03-27; no dollar figure in the release. Source reports no payment or price for the human baseline."
game-go-alphagozero-40day-training,,not_available,,,not_available,"DeepMind/OpenAI research agent, never sold through a per-token API; the row is an operation count from architecture and workload, with no token or dollar record. Source reports no payment or price for the human baseline."
lang-essay-grade-bert,,not_available,,,not_available,BERT-family encoder run by the source on its own hardware; never sold through a per-token API. Source reports no payment or price for the human baseline.
agen-work-travelplanner-gpt4o-direct-scope,,not_available,,,not_available,"SCOPE's released output file has no usage counters or cost; the 8,858-token mean is reconstructed with o200k, and the paper's Table 7 token claims conflict with the released records. Source reports no payment or price for the human baseline."
lang-book-coherence-gpt4-hier,,not_available,,,not_available,BooookScore's annotation calls were reconstructed sentence by sentence from the retained prompt and outputs; no usage counter or cost is released. Source reports no payment or price for the human baseline.
lang-book-coherence-gpt4-inc,,not_available,,,not_available,BooookScore's annotation calls were reconstructed sentence by sentence from the retained prompt and outputs; no usage counter or cost is released. Source reports no payment or price for the human baseline.
lang-xfer-ja-swallow7b,,not_available,,,not_available,Continued-pretraining run on self-hosted open weights; no per-token price applies and the paper reports no dollar cost. Source reports no payment or price for the human baseline.
lang-summarize-xsum-pegasus-humanstudy,,not_available,,,not_available,PEGASUS-XSum checkpoint run locally by the post-editing study; no hosted per-token endpoint. Source reports no payment or price for the human baseline.
agen-village-web-opus41-first-deployment,16.585767,list_price,2025-10-13,,not_available,"AI Village native Anthropic counters: 493,978 input, 217,712 cache creation, 1,743,403 cache read, 13,006 output, plus 8 controller events (90,242 in / 1,915 out, no cache fields) and 4,950 observed GPT-5-Codex blended helper tokens at the GPT-5 input rate (output-rate upper bound adds $0.04); estimated consolidation call and Sonnet's 10,000-token helper timeout allowance excluded; run 2025-10-13. Source reports no payment or price for the human baseline."
agen-village-web-sonnet45-first-deployment,3.778199,list_price,2025-10-13,,not_available,"AI Village native Anthropic counters: 467,118 input, 303,687 cache creation, 1,479,446 cache read, 14,427 output, plus 14 controller events (154,970 in / 3,186 out, no cache fields) and 52,064 observed GPT-5-Codex blended helper tokens at the GPT-5 input rate (output-rate upper bound adds $0.46); estimated consolidation call and Sonnet's 10,000-token helper timeout allowance excluded; run 2025-10-13. Source reports no payment or price for the human baseline."
game-dota2-train-openaifive,,not_available,,,not_available,"DeepMind/OpenAI research agent, never sold through a per-token API; the row is an operation count from architecture and workload, with no token or dollar record. Source reports no payment or price for the human baseline."
game-gt-sophy-maggiore-july2021-lap,,not_available,,,not_available,"Gran Turismo driving policy, never API-served; the row is an operation count per minute or lap. Source reports no payment or price for the human baseline."
game-sc2-train-alphastar,,not_available,,,not_available,"DeepMind/OpenAI research agent, never sold through a per-token API; the row is an operation count from architecture and workload, with no token or dollar record. Source reports no payment or price for the human baseline."
game-negotiation-fair2017-likelihood,,not_available,,,not_available,"FAIR 2017 negotiation model, never API-served; the row is an operation count. Source reports no payment or price for the human baseline."
game-negotiation-fair2017-rl-rollouts,,not_available,,,not_available,"FAIR 2017 negotiation model, never API-served; the row is an operation count. Source reports no payment or price for the human baseline."
cyber-lyptus-locktalk-gemini25pro,0.169422,list_price,2026-03-17,,not_available,"Lyptus eval-log native usage for the one selected run: 62,373 fresh input, 0 cache creation, 94,688 cache read, 7,962 output (reasoning included); priced at gemini-2.5-pro standard rates on 2026-03-17; no dollar figure in the release. Source reports no payment or price for the human baseline."
cyber-lyptus-flag-command-gemini25pro,0.027416,list_price,2026-03-17,,not_available,"Lyptus eval-log native usage for the one selected run: 13,128 fresh input, 0 cache creation, 3,404 cache read, 1,058 output (reasoning included); priced at gemini-2.5-pro standard rates on 2026-03-17; no dollar figure in the release. Source reports no payment or price for the human baseline."
cyber-lyptus-lootstash-gemini25pro,0.008188,list_price,2026-03-17,,not_available,"Lyptus eval-log native usage for the one selected run: 4,750 fresh input, 0 cache creation, 0 cache read, 225 output (reasoning included); priced at gemini-2.5-pro standard rates on 2026-03-17; no dollar figure in the release. Source reports no payment or price for the human baseline."
cyber-lyptus-glacier-exchange-gemini25pro,0.660746,list_price,2026-03-17,,not_available,"Lyptus eval-log native usage for the one selected run: 291,633 fresh input, 0 cache creation, 1,775,000 cache read, 7,433 output (reasoning included); priced at gemini-2.5-pro standard rates on 2026-03-17; no dollar figure in the release. Source reports no payment or price for the human baseline."
agen-work-spreadsheet-4o-single200,,not_available,,,not_available,"SpreadsheetBench released no conversation or usage logs for the GPT-4o collection; the prompt is reconstructed and the 500-token output is a judgment, so no observed cost exists. Source reports no payment or price for the human baseline."
lang-patient-message-chatgpt2022,,not_available,,,not_available,ChatGPT's free December 2022 web preview was not token-metered and carried no price. Source reports no payment or price for the human baseline.
lang-work-contract-review-gpt4-1106,0.25,reported,2023-11-06,,not_available,"Martin et al., Table 5, reports $0.25 mean API cost per contract for GPT-4-1106 (Section 4.2.3: computed from average input/output tokens and provider prices); the row's token count is inverted from this figure, so the dollar amount is the primary observation; date is the gpt-4-1106-preview launch price sheet the authors' rates match (run date unpublished). Martin et al. Table 5 gives $74.26 average cost per document for a Junior Lawyer, but Section 4.2.3 says it was computed from average time and an hourly rate, which the column excludes; no payment or price is reported."
crossword-nyt-2021-03-23-berkeley-bp,,not_available,,,not_available,Berkeley Crossword Solver's BERT retriever and belief-propagation solver were never API-served. Source reports no payment or price for the human baseline.
arithmetic-celsius-fahrenheit-binary64,,not_available,,,not_available,binary64 affine converter is not a model and has no per-token price. Source reports no payment or price for the human baseline.
lang-translate-chat-nllb33b-en-nl,,not_available,,,not_available,NLLB-200-3.3B is an open-weight checkpoint the source ran itself; no list price. Source reports no payment or price for the human baseline.
lang-lacq-zorro-babyberta,,not_available,,,not_available,Training run on a research or open-weight checkpoint; training compute is not sold per token and the source reports no dollar cost. Source reports no payment or price for the human baseline.
game-pokemon-crystal-gemini3pro-red,,not_available,,,not_available,The author reports a single combined 1.88 billion token total with no input/output or cache split and no dollar figure; pricing it would swing between roughly $3.8k and $22.6k on the Gemini 3 Pro sheet. Source reports no payment or price for the human baseline.
lang-lacq-blimp-roberta,,not_available,,,not_available,Training run on a research or open-weight checkpoint; training compute is not sold per token and the source reports no dollar cost. Source reports no payment or price for the human baseline.
lang-lacq-blimp-llama70b,,not_available,,,not_available,Training run on a research or open-weight checkpoint; training compute is not sold per token and the source reports no dollar cost. Source reports no payment or price for the human baseline.
lang-xfer-eu-latxa13b,,not_available,,,not_available,Continued-pretraining run on self-hosted open weights; no per-token price applies and the paper reports no dollar cost. Source reports no payment or price for the human baseline.
game-searchless270m-lichess-puzzle,,not_available,,,not_available,Chess engine or research checkpoint run locally; never API-served and no dollar record. Source reports no payment or price for the human baseline.
agen-village-gemini25-first-website,1.185962,list_price,2025-10-13,,not_available,"AI Village native gemini counters: 453,589 fresh input, 0 cache creation, 1,739,780 cache read, 15,750 output, plus 12 controller events (165,102 in / 1,098 out) and 21,317 observed GPT-5-Codex blended helper tokens at the GPT-5 input rate (output-rate upper bound adds $0.19); 11,234 unidentified coordinate-helper tokens excluded; estimated per-session summary calls excluded; run 2025-10-13. Source reports no payment or price for the human baseline."
agen-village-opus41-connections-prototype,19.133966,list_price,2025-11-03,,not_available,"AI Village native anthropic counters: 588,487 fresh input, 437,449 cache creation, 528,405 cache read, 6,907 output, plus 4 controller events (46,399 in / 1,305 out); estimated per-session summary calls and reconstructed Codex helper inputs excluded; run 2025-11-03. Source reports no payment or price for the human baseline."
agen-village-opus41-benefits-screener,107.431237,list_price,2025-10-22,,not_available,"AI Village native anthropic counters: 3,320,227 fresh input, 1,523,341 cache creation, 7,100,452 cache read, 61,773 output, plus 58 controller events (818,629 in / 20,028 out); estimated per-session summary calls and reconstructed Codex helper inputs excluded; run 2025-10-22. Source reports no payment or price for the human baseline."
game-chess-move-gpt35,,not_available,,,not_available,Karvonen's chess runs retain no native usage or cost; inputs were retokenized and the 10-token output is a cap-filling assumption. Source reports no payment or price for the human baseline.
agen-mlebench-operand-insults,,not_available,,,not_available,"The Operand MLE-bench release gives the visible history but no native usage; the note states the LLM token components are modeled, so no observed cost exists. Source reports no payment or price for the human baseline."
lang-xfer-ja-swallow70b,,not_available,,,not_available,Continued-pretraining run on self-hosted open weights; no per-token price applies and the paper reports no dollar cost. Source reports no payment or price for the human baseline.
game-stockfish13-puzzle-nodes2500,,not_available,,,not_available,Chess engine or research checkpoint run locally; never API-served and no dollar record. Source reports no payment or price for the human baseline.
game-stockfish13-puzzle-nodes32000,,not_available,,,not_available,Chess engine or research checkpoint run locally; never API-served and no dollar record. Source reports no payment or price for the human baseline.
agen-village-claude37-first-own-site,11.672873,list_price,2025-10-13,,not_available,"AI Village native Anthropic counters over 282 calls: 1,657,623 fresh input, 664,344 cache creation, 6,569,467 cache read, 57,806 output, plus 32 controller events (360,232 in / 10,775 out) and 102,770 observed GPT-5-Codex blended helper tokens at the GPT-5 input rate (output-rate upper bound adds $0.90); estimated consolidation call and 32,000-token missing-helper allowance excluded; run 2025-10-13. Source reports no payment or price for the human baseline."
lang-translate-zhen-microsoft-combo6,,not_available,,,not_available,Microsoft's 2018 WMT research system was never sold through a per-token API. Source reports no payment or price for the human baseline.
code-copilot-cups-accepted-completion-2022,,not_available,,,not_available,"GitHub Copilot in 2022 was a seat subscription, not a per-token API; no per-completion payment can be isolated. Source reports no payment or price for the human baseline."
lang-xfer-et-llammas-base,,not_available,,,not_available,Continued-pretraining run on self-hosted open weights; no per-token price applies and the paper reports no dollar cost. Source reports no payment or price for the human baseline.
exec-flanker-incongruent-llama31-8b,,not_available,,,not_available,Llama 3.1 8B Instruct run by the authors on their own inference; the 141-token count is a reconstruction and no payment is recorded. Source reports no payment or price for the human baseline.
lang-xfer-ar-acegpt7b-base,,not_available,,,not_available,Continued-pretraining run on self-hosted open weights; no per-token price applies and the paper reports no dollar cost. Source reports no payment or price for the human baseline.
lang-xfer-ar-acegpt13b-base,,not_available,,,not_available,Continued-pretraining run on self-hosted open weights; no per-token price applies and the paper reports no dollar cost. Source reports no payment or price for the human baseline.
agen-village-gpt5-first-site,,not_available,,,not_available,"Only 72 of the 201 calls in this episode have native OpenAI counters (1,757,224 input / 62,897 output) and none carries a cache decomposition; the remaining 129 responses are reconstructed, so no observed cost covers the whole run. Source reports no payment or price for the human baseline."
admin-taxcalc2024-single-w2-flash,,not_available,,,not_available,"TaxCalcBench saves only response content: provider usage, cache counters and timestamps were not retained, and the token counts are a cl100k proxy, so no observed cost exists. Source reports no payment or price for the human baseline."
admin-taxcalc2024-single-w2-sonnet4,,not_available,,,not_available,"TaxCalcBench saves only response content: provider usage, cache counters and timestamps were not retained, and the token counts are a cl100k proxy, so no observed cost exists. Source reports no payment or price for the human baseline."
admin-taxcalc2024-hoh-box12-flash,,not_available,,,not_available,"TaxCalcBench saves only response content: provider usage, cache counters and timestamps were not retained, and the token counts are a cl100k proxy, so no observed cost exists. Source reports no payment or price for the human baseline."
admin-taxcalc2024-hoh-box12-sonnet4,,not_available,,,not_available,"TaxCalcBench saves only response content: provider usage, cache counters and timestamps were not retained, and the token counts are a cl100k proxy, so no observed cost exists. Source reports no payment or price for the human baseline."
