point_id,ai_cost_usd,ai_cost_basis,ai_cost_date,human_cost_usd,human_cost_basis,evidence
agen-epoch-swebench-gpt52high,1.44905,list_price,2026-02-12,,not_available,"Epoch Inspect log, run 2026-02-12; summed sample usage in 166,126,217@1.75 +cacheread 557,414,656@0.175 +out 22,362,136@14.0 per M (openai sheet 2025-12-11); total $701.34 / 484 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-epoch-swebench-gpt53codex,0.594165,list_price,2026-02-25,,not_available,"Epoch Inspect log, run 2026-02-25; summed sample usage in 92,420,808@1.75 +cacheread 158,370,432@0.175 +out 7,008,896@14.0 per M (openai sheet 2026-02-05); total $287.58 / 484 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-epoch-swebench-gpt5mini,0.0996461,list_price,2026-02-01,,not_available,"Epoch Inspect log, run 2026-02-01; summed sample usage in 143,537,404@0.25 +cacheread 147,169,536@0.025 +out 4,332,566@2.0 per M (openai sheet 2025-08-07); total $48.23 / 484 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-epoch-swebench-kimik25,0.158615,list_price,2026-02-17,,not_available,"Epoch Inspect log, run 2026-02-17; summed sample usage in 18,536,758@0.6 +cacheread 514,658,816@0.1 +out 4,727,319@3.0 per M (moonshot sheet 2026-01-27); total $76.77 / 484 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-epoch-swebench-kimik26,0.322113,list_price,2026-05-08,,not_available,"Epoch Inspect log, run 2026-05-08; summed sample usage in 21,624,437@0.95 +cacheread 665,450,368@0.16 +out 7,221,879@4.0 per M (moonshot sheet 2026-04-20); total $155.90 / 484 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-epoch-swebench-o3med,2.77524,list_price,2026-02-12,,not_available,"Epoch Inspect log, run 2026-02-12; summed sample usage in 113,563,874@2.0 +cacheread 2,031,456,128@0.5 +out 12,198,354@8.0 per M (openai sheet 2025-06-10); total $1,340.44 / 483 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-epoch-swebench-opus4,3.03984,list_price,2026-02-06,,not_available,"Epoch Inspect log, run 2026-02-06; summed sample usage in 21,616@15.0 +cacheread 488,834,243@1.5 +cachewrite 16,014,738@18.75 +out 5,832,425@75.0 per M (anthropic sheet 2025-05-22); total $1,471.28 / 484 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-epoch-swebench-opus41,3.71108,list_price,2026-02-12,,not_available,"Epoch Inspect log, run 2026-02-12; summed sample usage in 24,906@15.0 +cacheread 587,741,053@1.5 +cachewrite 18,267,377@18.75 +out 7,622,195@75.0 per M (anthropic sheet 2025-05-22); total $1,796.16 / 484 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-epoch-swebench-opus45,0.499295,list_price,2026-02-05,,not_available,"Epoch Inspect log, run 2026-02-05; summed sample usage in 3,356,979@5.0 +cacheread 204,528,497@0.5 +cachewrite 10,095,028@6.25 +out 2,380,625@25.0 per M (anthropic sheet 2025-11-24); total $241.66 / 484 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-epoch-swebench-opus46,0.335877,list_price,2026-02-13,,not_available,"Epoch Inspect log, run 2026-02-13; summed sample usage in 4,857,726@5.0 +cacheread 111,880,959@0.5 +cachewrite 6,149,371@6.25 +out 1,756,066@25.0 per M (anthropic sheet 2026-02-05); total $162.56 / 484 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-epoch-swebench-opus47max,2.20769,list_price,2026-04-20,,not_available,"Epoch Inspect log, run 2026-04-20; summed sample usage in 152,618@5.0 +cacheread 1,255,052,364@0.5 +cachewrite 26,698,678@6.25 +out 10,934,652@25.0 per M (anthropic sheet 2026-04-16); total $1,068.52 / 484 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-epoch-swebench-qwen36plus,0.826571,list_price,2026-05-15,,not_available,"Epoch Inspect log, run 2026-05-15; summed sample usage in 731,713,880@0.5 +out 11,401,185@3.0 per M (alibaba sheet 2026-04-02); total $400.06 / 484 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-epoch-swebench-qwen37max,0.776844,list_price,2026-06-19,,not_available,"Epoch Inspect log, run 2026-06-19; summed sample usage in 86,837,304@2.5 +cacheread 187,754,922@0.25 +cachewrite 6,842,887@3.125 +out 12,076,867@7.5 per M (alibaba sheet 2026-05-21); total $375.99 / 484 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-epoch-swebench-sonnet45,1.23628,list_price,2026-02-05,,not_available,"Epoch Inspect log, run 2026-02-05; summed sample usage in 35,699@3.0 +cacheread 1,150,896,583@0.3 +cachewrite 26,860,636@3.75 +out 10,150,522@15.0 per M (anthropic sheet 2025-09-29); total $598.36 / 484 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-epoch-swebench-sonnet46,0.411899,list_price,2026-02-21,,not_available,"Epoch Inspect log, run 2026-02-21; summed sample usage in 37,688@3.0 +cacheread 332,256,656@0.3 +cachewrite 11,077,874@3.75 +out 3,868,453@15.0 per M (anthropic sheet 2026-02-17); total $199.36 / 484 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
extr-2digitadd-gpt4o,0.00229189,reported,2025-03-25,,not_available,"Cost-of-Pass retained run records agent-work/sources/cost-of-pass/runs/TwoDigitAddition/gpt-4o-2024-05-13/full_records/dataset.parquet: mean over 1024 attempts of the record's own num_prompt_tokens x cost_per_prompt_token + num_completion_tokens x cost_per_completion_token, at the harness's recorded rates $5.00/$15.00 per M. Reproduces paper Table 6 value 2.3e-3. Run timestamps 2025-03-25. HUMAN: Ashkenazi and Najjar (2018) compensated participants with course credit or 30 NIS (about $8.60) for the whole session, not per addition problem."
extr-2digitadd-gpt4omini,5.43639e-05,reported,2025-03-25,,not_available,"Cost-of-Pass retained run records agent-work/sources/cost-of-pass/runs/TwoDigitAddition/gpt-4o-mini-2024-07-18/full_records/dataset.parquet: mean over 1024 attempts of the record's own num_prompt_tokens x cost_per_prompt_token + num_completion_tokens x cost_per_completion_token, at the harness's recorded rates $0.15/$0.60 per M. Reproduces paper Table 6 value 5.4e-5. Run timestamps 2025-03-25. HUMAN: Ashkenazi and Najjar (2018) compensated participants with course credit or 30 NIS (about $8.60) for the whole session, not per addition problem."
extr-2digitadd-llama31-405b,0.000690146,reported,2025-03-25,,not_available,"Cost-of-Pass retained run records agent-work/sources/cost-of-pass/runs/TwoDigitAddition/together_ai/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo/full_records/dataset.parquet: mean over 1024 attempts of the record's own num_prompt_tokens x cost_per_prompt_token + num_completion_tokens x cost_per_completion_token, at the harness's recorded rates $3.50/$3.50 per M. Reproduces paper Table 6 value 6.9e-4. Run timestamps 2025-03-25. HUMAN: Ashkenazi and Najjar (2018) compensated participants with course credit or 30 NIS (about $8.60) for the whole session, not per addition problem."
extr-2digitadd-llama31-8b,4.1782e-05,reported,2025-03-25,,not_available,"Cost-of-Pass retained run records agent-work/sources/cost-of-pass/runs/TwoDigitAddition/together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo/full_records/dataset.parquet: mean over 1024 attempts of the record's own num_prompt_tokens x cost_per_prompt_token + num_completion_tokens x cost_per_completion_token, at the harness's recorded rates $0.18/$0.18 per M. Reproduces paper Table 6 value 4.2e-5. Run timestamps 2025-03-25. HUMAN: Ashkenazi and Najjar (2018) compensated participants with course credit or 30 NIS (about $8.60) for the whole session, not per addition problem."
extr-2digitadd-llama33-70b,0.000159736,reported,2025-03-25,,not_available,"Cost-of-Pass retained run records agent-work/sources/cost-of-pass/runs/TwoDigitAddition/together_ai/meta-llama/Llama-3.3-70B-Instruct-Turbo/full_records/dataset.parquet: mean over 1024 attempts of the record's own num_prompt_tokens x cost_per_prompt_token + num_completion_tokens x cost_per_completion_token, at the harness's recorded rates $0.88/$0.88 per M. Reproduces paper Table 6 value 1.6e-4. Run timestamps 2025-03-25. HUMAN: Ashkenazi and Najjar (2018) compensated participants with course credit or 30 NIS (about $8.60) for the whole session, not per addition problem."
extr-2digitadd-o1,0.0189687,reported,2025-03-28,,not_available,"Cost-of-Pass retained run records agent-work/sources/cost-of-pass/runs/TwoDigitAddition/o1-2024-12-17/full_records/dataset.parquet: mean over 1024 attempts of the record's own num_prompt_tokens x cost_per_prompt_token + num_completion_tokens x cost_per_completion_token, at the harness's recorded rates $15.00/$60.00 per M. Reproduces paper Table 6 value 0.02. Run timestamps 2025-03-28. HUMAN: Ashkenazi and Najjar (2018) compensated participants with course credit or 30 NIS (about $8.60) for the whole session, not per addition problem."
extr-2digitadd-o1mini,0.00536286,reported,2025-03-26,,not_available,"Cost-of-Pass retained run records agent-work/sources/cost-of-pass/runs/TwoDigitAddition/o1-mini-2024-09-12/full_records/dataset.parquet: mean over 1024 attempts of the record's own num_prompt_tokens x cost_per_prompt_token + num_completion_tokens x cost_per_completion_token, at the harness's recorded rates $3.00/$12.00 per M. Reproduces paper Table 6 value 5.4e-3. Run timestamps 2025-03-26. HUMAN: Ashkenazi and Najjar (2018) compensated participants with course credit or 30 NIS (about $8.60) for the whole session, not per addition problem."
extr-2digitadd-o3mini,0.00111219,reported,2025-03-26,,not_available,"Cost-of-Pass retained run records agent-work/sources/cost-of-pass/runs/TwoDigitAddition/o3-mini-2025-01-31/full_records/dataset.parquet: mean over 1024 attempts of the record's own num_prompt_tokens x cost_per_prompt_token + num_completion_tokens x cost_per_completion_token, at the harness's recorded rates $1.10/$4.40 per M. Reproduces paper Table 6 value 1.1e-3. Run timestamps 2025-03-26. HUMAN: Ashkenazi and Najjar (2018) compensated participants with course credit or 30 NIS (about $8.60) for the whole session, not per addition problem."
extr-2digitadd-r1,0.00178819,reported,2025-03-26,,not_available,"Cost-of-Pass retained run records agent-work/sources/cost-of-pass/runs/TwoDigitAddition/together_ai/deepseek-ai/DeepSeek-R1/full_records/dataset.parquet: mean over 1024 attempts of the record's own num_prompt_tokens x cost_per_prompt_token + num_completion_tokens x cost_per_completion_token, at the harness's recorded rates $3.00/$7.00 per M. Reproduces paper Table 6 value 1.8e-3. Run timestamps 2025-03-26. HUMAN: Ashkenazi and Najjar (2018) compensated participants with course credit or 30 NIS (about $8.60) for the whole session, not per addition problem."
extr-2digitadd-sonnet35,0.00214694,reported,2025-03-24,,not_available,"Cost-of-Pass retained run records agent-work/sources/cost-of-pass/runs/TwoDigitAddition/claude-3-5-sonnet-20240620/full_records/dataset.parquet: mean over 1024 attempts of the record's own num_prompt_tokens x cost_per_prompt_token + num_completion_tokens x cost_per_completion_token, at the harness's recorded rates $3.00/$15.00 per M. Reproduces paper Table 6 value 2.1e-3. Run timestamps 2025-03-24. HUMAN: Ashkenazi and Najjar (2018) compensated participants with course credit or 30 NIS (about $8.60) for the whole session, not per addition problem."
lang-bbq-gpt4o,0.00270785,reported,2025-03-25,0.10,reported_payment,"Cost-of-Pass retained run records agent-work/sources/cost-of-pass/runs/BBQ/gpt-4o-2024-05-13/full_records/dataset.parquet: mean over 1024 attempts of the record's own num_prompt_tokens x cost_per_prompt_token + num_completion_tokens x cost_per_completion_token, at the harness's recorded rates $5.00/$15.00 per M. Reproduces paper Table 6 value 2.7e-3. Run timestamps 2025-03-25. HUMAN: BBQ paper (Parrish et al. 2022) Section 4: ""We pay annotators $0.50 per task, and each task includes 5 examples presented as multiple choice problems"", i.e. $0.10 per question answered. Human accuracy and timing in these rows are already transferred from that same validation population, on a different 300-item BBQ sample."
lang-bbq-gpt4omini,0.000102947,reported,2025-03-25,0.10,reported_payment,"Cost-of-Pass retained run records agent-work/sources/cost-of-pass/runs/BBQ/gpt-4o-mini-2024-07-18/full_records/dataset.parquet: mean over 1024 attempts of the record's own num_prompt_tokens x cost_per_prompt_token + num_completion_tokens x cost_per_completion_token, at the harness's recorded rates $0.15/$0.60 per M. Reproduces paper Table 6 value 1.0e-4. Run timestamps 2025-03-25. HUMAN: BBQ paper (Parrish et al. 2022) Section 4: ""We pay annotators $0.50 per task, and each task includes 5 examples presented as multiple choice problems"", i.e. $0.10 per question answered. Human accuracy and timing in these rows are already transferred from that same validation population, on a different 300-item BBQ sample."
lang-bbq-llama31-405b,0.00102793,reported,2025-03-25,0.10,reported_payment,"Cost-of-Pass retained run records agent-work/sources/cost-of-pass/runs/BBQ/together_ai/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo/full_records/dataset.parquet: mean over 1024 attempts of the record's own num_prompt_tokens x cost_per_prompt_token + num_completion_tokens x cost_per_completion_token, at the harness's recorded rates $3.50/$3.50 per M. Reproduces paper Table 6 value 1.0e-3. Run timestamps 2025-03-25. HUMAN: BBQ paper (Parrish et al. 2022) Section 4: ""We pay annotators $0.50 per task, and each task includes 5 examples presented as multiple choice problems"", i.e. $0.10 per question answered. Human accuracy and timing in these rows are already transferred from that same validation population, on a different 300-item BBQ sample."
lang-bbq-llama31-8b,5.23206e-05,reported,2025-03-25,0.10,reported_payment,"Cost-of-Pass retained run records agent-work/sources/cost-of-pass/runs/BBQ/together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo/full_records/dataset.parquet: mean over 1024 attempts of the record's own num_prompt_tokens x cost_per_prompt_token + num_completion_tokens x cost_per_completion_token, at the harness's recorded rates $0.18/$0.18 per M. Reproduces paper Table 6 value 5.2e-5. Run timestamps 2025-03-25. HUMAN: BBQ paper (Parrish et al. 2022) Section 4: ""We pay annotators $0.50 per task, and each task includes 5 examples presented as multiple choice problems"", i.e. $0.10 per question answered. Human accuracy and timing in these rows are already transferred from that same validation population, on a different 300-item BBQ sample."
lang-bbq-llama33-70b,0.000307217,reported,2025-03-25,0.10,reported_payment,"Cost-of-Pass retained run records agent-work/sources/cost-of-pass/runs/BBQ/together_ai/meta-llama/Llama-3.3-70B-Instruct-Turbo/full_records/dataset.parquet: mean over 1024 attempts of the record's own num_prompt_tokens x cost_per_prompt_token + num_completion_tokens x cost_per_completion_token, at the harness's recorded rates $0.88/$0.88 per M. Reproduces paper Table 6 value 3.1e-4. Run timestamps 2025-03-25. HUMAN: BBQ paper (Parrish et al. 2022) Section 4: ""We pay annotators $0.50 per task, and each task includes 5 examples presented as multiple choice problems"", i.e. $0.10 per question answered. Human accuracy and timing in these rows are already transferred from that same validation population, on a different 300-item BBQ sample."
lang-bbq-o1,0.0410539,reported,2025-03-28,0.10,reported_payment,"Cost-of-Pass retained run records agent-work/sources/cost-of-pass/runs/BBQ/o1-2024-12-17/full_records/dataset.parquet: mean over 1024 attempts of the record's own num_prompt_tokens x cost_per_prompt_token + num_completion_tokens x cost_per_completion_token, at the harness's recorded rates $15.00/$60.00 per M. Reproduces paper Table 6 value 0.04. Run timestamps 2025-03-28. HUMAN: BBQ paper (Parrish et al. 2022) Section 4: ""We pay annotators $0.50 per task, and each task includes 5 examples presented as multiple choice problems"", i.e. $0.10 per question answered. Human accuracy and timing in these rows are already transferred from that same validation population, on a different 300-item BBQ sample."
lang-bbq-o1mini,0.0075513,reported,2025-03-26,0.10,reported_payment,"Cost-of-Pass retained run records agent-work/sources/cost-of-pass/runs/BBQ/o1-mini-2024-09-12/full_records/dataset.parquet: mean over 1024 attempts of the record's own num_prompt_tokens x cost_per_prompt_token + num_completion_tokens x cost_per_completion_token, at the harness's recorded rates $3.00/$12.00 per M. Reproduces paper Table 6 value 7.6e-3. Run timestamps 2025-03-26. HUMAN: BBQ paper (Parrish et al. 2022) Section 4: ""We pay annotators $0.50 per task, and each task includes 5 examples presented as multiple choice problems"", i.e. $0.10 per question answered. Human accuracy and timing in these rows are already transferred from that same validation population, on a different 300-item BBQ sample."
lang-bbq-o3mini,0.00257574,reported,2025-03-26,0.10,reported_payment,"Cost-of-Pass retained run records agent-work/sources/cost-of-pass/runs/BBQ/o3-mini-2025-01-31/full_records/dataset.parquet: mean over 1024 attempts of the record's own num_prompt_tokens x cost_per_prompt_token + num_completion_tokens x cost_per_completion_token, at the harness's recorded rates $1.10/$4.40 per M. Reproduces paper Table 6 value 2.6e-3. Run timestamps 2025-03-26. HUMAN: BBQ paper (Parrish et al. 2022) Section 4: ""We pay annotators $0.50 per task, and each task includes 5 examples presented as multiple choice problems"", i.e. $0.10 per question answered. Human accuracy and timing in these rows are already transferred from that same validation population, on a different 300-item BBQ sample."
lang-bbq-r1,0.00455128,reported,2025-03-26,0.10,reported_payment,"Cost-of-Pass retained run records agent-work/sources/cost-of-pass/runs/BBQ/together_ai/deepseek-ai/DeepSeek-R1/full_records/dataset.parquet: mean over 1024 attempts of the record's own num_prompt_tokens x cost_per_prompt_token + num_completion_tokens x cost_per_completion_token, at the harness's recorded rates $3.00/$7.00 per M. Reproduces paper Table 6 value 4.6e-3. Run timestamps 2025-03-26. HUMAN: BBQ paper (Parrish et al. 2022) Section 4: ""We pay annotators $0.50 per task, and each task includes 5 examples presented as multiple choice problems"", i.e. $0.10 per question answered. Human accuracy and timing in these rows are already transferred from that same validation population, on a different 300-item BBQ sample."
lang-bbq-sonnet35,0.00296193,reported,2025-03-25,0.10,reported_payment,"Cost-of-Pass retained run records agent-work/sources/cost-of-pass/runs/BBQ/claude-3-5-sonnet-20240620/full_records/dataset.parquet: mean over 1024 attempts of the record's own num_prompt_tokens x cost_per_prompt_token + num_completion_tokens x cost_per_completion_token, at the harness's recorded rates $3.00/$15.00 per M. Reproduces paper Table 6 value 3.0e-3. Run timestamps 2025-03-25. HUMAN: BBQ paper (Parrish et al. 2022) Section 4: ""We pay annotators $0.50 per task, and each task includes 5 examples presented as multiple choice problems"", i.e. $0.10 per question answered. Human accuracy and timing in these rows are already transferred from that same validation population, on a different 300-item BBQ sample."
lang-epoch-simpleqa-dsv32,0.00016536,list_price,2025-12-16,,not_available,"Epoch Inspect log, run 2025-12-16; summed sample usage in 26,664@0.28 +out 375,939@0.42 per M (deepseek sheet 2025-09-29); total $0.17 / 1000 completed samples. Graders excluded. HUMAN: Human baseline is an assumed experienced fact checker; no study and no payment."
lang-epoch-simpleqa-gemini31pro,0.0240868,list_price,2026-02-19,,not_available,"Epoch Inspect log, run 2026-02-19; summed sample usage in 24,215@2.0 +out 2,003,201@12.0 per M (google sheet 2026-02-19); total $24.09 / 1000 completed samples. Graders excluded. HUMAN: Human baseline is an assumed experienced fact checker; no study and no payment."
lang-epoch-simpleqa-glm47,0.00421844,list_price,2026-01-30,,not_available,"Epoch Inspect log, run 2026-01-30; summed sample usage in 51,107@0.6 +cacheread 3,903@0.11 +out 3,811,222@2.2 per M (zai sheet 2025-12-22); total $8.42 / 1995 completed samples. Graders excluded. Observed usage only: the row's compute adds an estimated missing-work allowance of 20.7% that this cost excludes. HUMAN: Human baseline is an assumed experienced fact checker; no study and no payment."
lang-epoch-simpleqa-gpt52xhigh,0.0943469,list_price,2025-12-11,,not_available,"Epoch Inspect log, run 2025-12-11; summed sample usage in 222,915@1.75 +out 6,711,199@14.0 per M (openai sheet 2025-12-11); total $94.35 / 1000 completed samples. Graders excluded. HUMAN: Human baseline is an assumed experienced fact checker; no study and no payment."
lang-epoch-simpleqa-gpt54xhigh,0.0734508,list_price,2026-03-06,,not_available,"Epoch Inspect log, run 2026-03-06; summed sample usage in 71,219@2.5 +out 4,870,160@15.0 per M (openai sheet 2026-03-05); total $73.23 / 997 completed samples. Graders excluded. Observed usage only: the row's compute adds an estimated missing-work allowance of 28.4% that this cost excludes. HUMAN: Human baseline is an assumed experienced fact checker; no study and no payment."
lang-epoch-simpleqa-gptoss120b,0.00613084,list_price,2025-12-15,,not_available,"Epoch Inspect log, run 2025-12-15; summed sample usage in 89,472@0.15 +out 10,195,706@0.6 per M (together sheet 2025-08-05); total $6.13 / 1000 completed samples. Graders excluded. HUMAN: Human baseline is an assumed experienced fact checker; no study and no payment."
lang-epoch-simpleqa-haiku35,0.000292524,list_price,2025-11-28,,not_available,"Epoch Inspect log, run 2025-11-28; summed sample usage in 32,285@0.8 +out 66,674@4.0 per M (anthropic sheet 2024-11-20); total $0.29 / 1000 completed samples. Graders excluded. HUMAN: Human baseline is an assumed experienced fact checker; no study and no payment."
lang-epoch-simpleqa-kimik25,0.00335405,list_price,2026-01-28,,not_available,"Epoch Inspect log, run 2026-01-28; summed sample usage in 25,691@0.6 +cacheread 23,169@0.1 +out 1,112,106@3.0 per M (moonshot sheet 2026-01-27); total $3.35 / 1000 completed samples. Graders excluded. HUMAN: Human baseline is an assumed experienced fact checker; no study and no payment."
lang-epoch-simpleqa-opus46,0.00199265,list_price,2026-02-06,,not_available,"Epoch Inspect log, run 2026-02-06; summed sample usage in 32,285@5.0 +out 73,249@25.0 per M (anthropic sheet 2026-02-05); total $1.99 / 1000 completed samples. Graders excluded. HUMAN: Human baseline is an assumed experienced fact checker; no study and no payment."
lang-epoch-simpleqa-opus46-32k,0.0137777,list_price,2026-02-06,,not_available,"Epoch Inspect log, run 2026-02-06; summed sample usage in 61,058@5.0 +out 536,692@25.0 per M (anthropic sheet 2026-02-05); total $13.72 / 996 completed samples. Graders excluded. HUMAN: Human baseline is an assumed experienced fact checker; no study and no payment."
lang-epoch-simpleqa-opus46-max,0.0188726,list_price,2026-02-13,,not_available,"Epoch Inspect log, run 2026-02-13; summed sample usage in 49,217@5.0 +out 744,307@25.0 per M (anthropic sheet 2026-02-05); total $18.85 / 999 completed samples. Graders excluded. Observed usage only: the row's compute adds an estimated missing-work allowance of 0.1% that this cost excludes. HUMAN: Human baseline is an assumed experienced fact checker; no study and no payment."
