session_guid,harness,effort,environment,page_rhae_pct,config,model,game_id,api_score,levels_completed,level_count,actions,resets,state,level_scores,level_actions,level_baseline_actions,open_at,last_update
572a782d-2ec0-405c-bd5b-de27b9442e13,standard,low,CN04,58.8,openai-gpt-6-astra-low,gpt-6-astra,cn04-2fe56bfb,58.81714237723308,5,6,1190,5,GAME_OVER,"[115, 115, 115, 115, 17.031997984378936, 0]","[20, 29, 34, 38, 504, 565]","[29, 54, 85, 300, 208, 113]",2026-08-31T11:48:37.197374Z,2026-08-31T14:36:57.033995Z
9762b793-e235-4ea6-9d54-c70fd589b1f7,standard,none,CN04,85.7,openai-gpt-6-astra-none,gpt-6-astra,cn04-2fe56bfb,85.72800834448223,6,6,516,2,WIN,"[115, 115, 115, 115, 115, 12.548029205687838]","[13, 29, 24, 38, 93, 319]","[29, 54, 85, 300, 208, 113]",2026-08-31T22:01:02.719156Z,2026-08-31T22:56:22.191296Z
a3b944b0-1863-4e98-bfb3-6802d327311b,standard,max,DC22,100.0,openai-gpt-6-astra-max,gpt-6-astra,dc22-fdcac232,100,6,6,918,0,WIN,"[115, 115, 115, 115, 115, 91.57602736722073]","[27, 43, 45, 63, 136, 604]","[59, 102, 67, 98, 324, 578]",2026-08-31T09:54:29.501555Z,2026-08-31T20:28:23.38738Z
efc951e7-0ffb-4167-be1d-6b9dba6c6897,standard,xhigh,DC22,56.7,openai-gpt-6-astra-xhigh,gpt-6-astra,dc22-fdcac232,56.70211596059177,5,6,1944,6,NOT_FINISHED,"[115, 115, 115, 115, 8.148887034485437, 0]","[21, 43, 45, 64, 1135, 636]","[59, 102, 67, 98, 324, 578]",2026-08-31T10:08:20.658894Z,2026-08-31T22:09:17.1305Z
ea640b45-25a4-4361-b389-39b40d0bbe1d,standard,high,DC22,98.1,openai-gpt-6-astra-high,gpt-6-astra,dc22-fdcac232,98.07161586453242,6,6,842,1,WIN,"[115, 115, 115, 115, 43.90078663103616, 115]","[24, 43, 45, 64, 489, 177]","[59, 102, 67, 98, 324, 578]",2026-08-31T10:31:02.859855Z,2026-08-31T12:54:26.820713Z
a17b9b95-1de6-4d5a-8033-ce79f6ffef53,standard,medium,DC22,56.4,openai-gpt-6-astra-medium,gpt-6-astra,dc22-fdcac232,56.438427322948215,5,6,4219,7,GAME_OVER,"[115, 115, 115, 115, 7.04139475638247, 0]","[24, 55, 45, 66, 1221, 2808]","[59, 102, 67, 98, 324, 578]",2026-08-31T11:09:33.003132Z,2026-08-31T23:09:35.74669Z
7d29f497-31be-43c4-9c17-f5ef0a27bfa0,standard,low,DC22,71.4,openai-gpt-6-astra-low,gpt-6-astra,dc22-fdcac232,71.42857142857143,5,6,3423,5,GAME_OVER,"[115, 115, 59.30770247060377, 115, 115, 0]","[22, 82, 87, 64, 278, 2890]","[59, 102, 67, 98, 324, 578]",2026-08-31T11:48:59.122412Z,2026-08-31T22:29:11.216007Z
ebb4c976-8a49-4917-964a-712d0c006801,standard,none,DC22,57.4,openai-gpt-6-astra-none,gpt-6-astra,dc22-fdcac232,57.359088741127294,5,6,4064,7,GAME_OVER,"[115, 115, 115, 115, 10.908172712734618, 0]","[27, 54, 45, 67, 981, 2890]","[59, 102, 67, 98, 324, 578]",2026-08-31T12:35:25.536404Z,2026-08-31T22:32:37.327245Z
237e4950-d4a3-4a82-a08a-2564b0250623,standard,max,FT09,100.0,openai-gpt-6-astra-max,gpt-6-astra,ft09-0d8bbf25,100,6,6,75,0,WIN,"[115, 115, 115, 115, 115, 115]","[4, 7, 14, 16, 21, 13]","[43, 12, 23, 28, 65, 37]",2026-08-31T09:54:51.355806Z,2026-08-31T10:14:37.575158Z
3ea8581d-8f80-4ac5-95a8-411f5a92eee9,standard,xhigh,FT09,100.0,openai-gpt-6-astra-xhigh,gpt-6-astra,ft09-0d8bbf25,100,6,6,75,0,WIN,"[115, 115, 115, 115, 115, 115]","[4, 7, 14, 16, 21, 13]","[43, 12, 23, 28, 65, 37]",2026-08-31T10:08:38.879404Z,2026-08-31T10:20:18.196623Z
f4ec10e9-5a9d-4f99-bd9a-40a96c0c7fda,standard,high,FT09,100.0,openai-gpt-6-astra-high,gpt-6-astra,ft09-0d8bbf25,100,6,6,75,0,WIN,"[115, 115, 115, 115, 115, 115]","[4, 7, 14, 16, 21, 13]","[43, 12, 23, 28, 65, 37]",2026-08-31T10:31:56.384868Z,2026-08-31T10:40:15.401957Z
d3f73227-5f62-466c-aa97-cf466fe65498,standard,medium,FT09,100.0,openai-gpt-6-astra-medium,gpt-6-astra,ft09-0d8bbf25,100,6,6,91,0,WIN,"[115, 115, 115, 115, 115, 115]","[4, 7, 14, 16, 21, 29]","[43, 12, 23, 28, 65, 37]",2026-08-31T11:12:22.598493Z,2026-08-31T11:23:23.985913Z
0d4fabda-e5f2-4430-96fb-5da4c9feabf5,standard,low,FT09,100.0,openai-gpt-6-astra-low,gpt-6-astra,ft09-0d8bbf25,100,6,6,75,0,WIN,"[115, 115, 115, 115, 115, 115]","[4, 7, 14, 16, 21, 13]","[43, 12, 23, 28, 65, 37]",2026-08-31T11:50:06.724901Z,2026-08-31T11:58:35.223931Z
8717564d-eced-4eef-b414-bad9f6bf999d,standard,none,FT09,100.0,openai-gpt-6-astra-none,gpt-6-astra,ft09-0d8bbf25,100,6,6,75,0,WIN,"[115, 115, 115, 115, 115, 115]","[4, 7, 14, 16, 21, 13]","[43, 12, 23, 28, 65, 37]",2026-08-31T12:41:03.027805Z,2026-08-31T12:51:04.263195Z
cff96635-40c2-4b26-bf5c-5b798f23a995,standard,max,LP85,100.0,openai-gpt-6-astra-max,gpt-6-astra,lp85-305b61c3,100,8,8,88,0,WIN,"[115, 115, 115, 115, 115, 115, 115, 115]","[8, 8, 16, 13, 11, 20, 5, 7]","[17, 38, 31, 16, 41, 60, 26, 159]",2026-08-31T09:58:13.82601Z,2026-08-31T10:29:54.308112Z
77d48e45-921e-4a4d-b37d-1c3c181c59d1,standard,xhigh,LP85,100.0,openai-gpt-6-astra-xhigh,gpt-6-astra,lp85-305b61c3,100,8,8,93,0,WIN,"[115, 115, 115, 113.77777777777777, 115, 115, 115, 115]","[9, 8, 16, 15, 12, 20, 6, 7]","[17, 38, 31, 16, 41, 60, 26, 159]",2026-08-31T10:09:44.463354Z,2026-08-31T10:29:12.573777Z
4470a7f9-c737-4f07-9ec7-d69f3803ebcb,standard,high,LP85,100.0,openai-gpt-6-astra-high,gpt-6-astra,lp85-305b61c3,100,8,8,106,0,WIN,"[115, 115, 115, 100, 115, 115, 115, 115]","[9, 8, 16, 16, 12, 20, 5, 20]","[17, 38, 31, 16, 41, 60, 26, 159]",2026-08-31T10:40:12.96635Z,2026-08-31T10:56:45.635807Z
4acdd7cf-bbc0-482f-abe4-52688ece9f72,standard,medium,LP85,100.0,openai-gpt-6-astra-medium,gpt-6-astra,lp85-305b61c3,100,8,8,144,0,WIN,"[115, 115, 115, 113.77777777777777, 115, 115, 115, 115]","[9, 8, 16, 15, 18, 20, 10, 48]","[17, 38, 31, 16, 41, 60, 26, 159]",2026-08-31T11:19:15.181532Z,2026-08-31T11:37:26.860102Z
495be231-7b21-4999-b1eb-ee0b207a3761,standard,low,LP85,100.0,openai-gpt-6-astra-low,gpt-6-astra,lp85-305b61c3,100,8,8,167,0,WIN,"[115, 115, 115, 64.00000000000001, 115, 115, 115, 115]","[9, 8, 16, 20, 30, 26, 12, 46]","[17, 38, 31, 16, 41, 60, 26, 159]",2026-08-31T11:56:51.943605Z,2026-08-31T12:16:16.923729Z
b598121d-7e56-4bc8-b9a3-8772ba85c649,standard,none,LP85,100.0,openai-gpt-6-astra-none,gpt-6-astra,lp85-305b61c3,100,8,8,130,0,WIN,"[115, 115, 115, 113.77777777777777, 115, 115, 115, 115]","[9, 8, 18, 15, 17, 22, 5, 36]","[17, 38, 31, 16, 41, 60, 26, 159]",2026-08-31T12:53:44.563361Z,2026-08-31T13:08:27.262107Z
e026fd52-5b68-477f-8388-72fdfd8c56cf,standard,max,R11L,100.0,openai-gpt-6-astra-max,gpt-6-astra,r11l-495a7899,100,6,6,83,0,WIN,"[115, 115, 115, 115, 115, 115]","[6, 15, 12, 13, 20, 17]","[22, 33, 51, 26, 52, 49]",2026-08-31T09:59:27.002311Z,2026-08-31T10:45:15.22732Z
1385e53e-0052-4322-86fe-7267f863a9f6,standard,xhigh,R11L,100.0,openai-gpt-6-astra-xhigh,gpt-6-astra,r11l-495a7899,100,6,6,88,0,WIN,"[115, 115, 115, 115, 115, 115]","[4, 12, 19, 18, 18, 17]","[22, 33, 51, 26, 52, 49]",2026-08-31T10:11:32.907373Z,2026-08-31T10:39:48.0989Z
9cda517d-8ab5-47f0-afd8-6b3565d7e3de,standard,high,R11L,100.0,openai-gpt-6-astra-high,gpt-6-astra,r11l-495a7899,100,6,6,100,0,WIN,"[115, 115, 115, 115, 115, 115]","[5, 14, 21, 21, 18, 21]","[22, 33, 51, 26, 52, 49]",2026-08-31T10:40:30.728153Z,2026-08-31T11:06:19.278185Z
f763fd06-b4fc-4f17-a2b2-c79bfc565c87,standard,medium,R11L,100.0,openai-gpt-6-astra-medium,gpt-6-astra,r11l-495a7899,100,6,6,96,0,WIN,"[115, 115, 115, 70.34339229968784, 115, 115]","[4, 12, 15, 31, 17, 17]","[22, 33, 51, 26, 52, 49]",2026-08-31T11:23:57.863927Z,2026-08-31T11:35:56.153044Z
f7518545-586a-4c18-97b8-3a67b776db17,standard,low,R11L,14.3,openai-gpt-6-astra-low,gpt-6-astra,r11l-495a7899,14.285714285714285,2,6,282,13,GAME_OVER,"[115, 115, 0, 0, 0, 0]","[7, 20, 255, 0, 0, 0]","[22, 33, 51, 26, 52, 49]",2026-08-31T12:00:13.945127Z,2026-08-31T12:34:12.824666Z
33f8f257-00e0-4dbe-8355-daf6021b7afb,standard,none,R11L,100.0,openai-gpt-6-astra-none,gpt-6-astra,r11l-495a7899,100,6,6,147,1,WIN,"[115, 115, 115, 80.38049940546969, 115, 115]","[7, 25, 46, 29, 23, 17]","[22, 33, 51, 26, 52, 49]",2026-08-31T12:57:00.938771Z,2026-08-31T13:13:48.989391Z
39d9f100-328a-4121-ad81-ce298e1f9626,standard,max,S5I5,100.0,openai-gpt-6-astra-max,gpt-6-astra,s5i5-18d95033,100,8,8,242,0,WIN,"[115, 115, 115, 115, 115, 115, 115, 115]","[13, 26, 37, 30, 28, 25, 47, 36]","[20, 89, 106, 54, 162, 38, 86, 83]",2026-08-31T10:00:06.465769Z,2026-08-31T11:30:48.475806Z
7a117340-9af5-4717-9425-2ed7a5d236f4,standard,xhigh,S5I5,100.0,openai-gpt-6-astra-xhigh,gpt-6-astra,s5i5-18d95033,100,8,8,245,0,WIN,"[115, 115, 115, 115, 115, 115, 115, 115]","[13, 26, 38, 30, 30, 25, 47, 36]","[20, 89, 106, 54, 162, 38, 86, 83]",2026-08-31T10:14:32.232162Z,2026-08-31T11:12:05.114718Z
80343f9a-c9bf-4298-8dbf-61e2ee6af7aa,standard,high,S5I5,100.0,openai-gpt-6-astra-high,gpt-6-astra,s5i5-18d95033,100,8,8,258,0,WIN,"[115, 115, 115, 115, 115, 115, 115, 115]","[13, 27, 40, 30, 29, 25, 55, 39]","[20, 89, 106, 54, 162, 38, 86, 83]",2026-08-31T10:44:07.592062Z,2026-08-31T11:29:37.919377Z
033cdc8b-1f2e-4c6f-bb50-e4534fb7a4c3,standard,medium,S5I5,100.0,openai-gpt-6-astra-medium,gpt-6-astra,s5i5-18d95033,100,8,8,258,0,WIN,"[115, 115, 115, 115, 115, 115, 115, 115]","[13, 26, 45, 30, 29, 27, 48, 40]","[20, 89, 106, 54, 162, 38, 86, 83]",2026-08-31T11:27:09.08041Z,2026-08-31T11:58:24.415001Z
64bf0cdc-f3ff-44e4-bfa0-e9be4239c2c2,standard,low,S5I5,100.0,openai-gpt-6-astra-low,gpt-6-astra,s5i5-18d95033,100,8,8,299,0,WIN,"[115, 115, 115, 83.76903188738868, 115, 115, 115, 115]","[13, 28, 40, 59, 30, 27, 62, 40]","[20, 89, 106, 54, 162, 38, 86, 83]",2026-08-31T12:05:19.62594Z,2026-08-31T12:40:46.361032Z
6c6e6d44-a6fb-4afc-a504-44cc5341d43a,standard,none,S5I5,100.0,openai-gpt-6-astra-none,gpt-6-astra,s5i5-18d95033,100,8,8,283,0,WIN,"[115, 115, 115, 115, 115, 115, 115, 115]","[15, 28, 40, 39, 31, 29, 61, 40]","[20, 89, 106, 54, 162, 38, 86, 83]",2026-08-31T12:58:51.439171Z,2026-08-31T13:42:14.729135Z
6066c7d2-601e-4d5c-9abc-9ba3b7ff57dd,standard,max,SB26,100.0,openai-gpt-6-astra-max,gpt-6-astra,sb26-7fbdac44,100,8,8,124,0,WIN,"[115, 115, 115, 115, 115, 115, 115, 112.11072664359862]","[9, 15, 15, 15, 17, 19, 17, 17]","[18, 28, 18, 19, 31, 23, 58, 18]",2026-08-31T10:00:44.782105Z,2026-08-31T10:27:22.334751Z
edfbbcb6-3cfe-48be-ab8f-15bc4e42d632,standard,xhigh,SB26,100.0,openai-gpt-6-astra-xhigh,gpt-6-astra,sb26-7fbdac44,100,8,8,124,0,WIN,"[115, 115, 115, 115, 115, 115, 115, 112.11072664359862]","[9, 15, 15, 15, 17, 19, 17, 17]","[18, 28, 18, 19, 31, 23, 58, 18]",2026-08-31T10:14:53.056586Z,2026-08-31T10:29:26.177536Z
8744256e-c032-4731-ac11-5c99d21d7893,standard,high,SB26,100.0,openai-gpt-6-astra-high,gpt-6-astra,sb26-7fbdac44,100,8,8,135,0,WIN,"[115, 115, 47.928994082840234, 115, 115, 115, 115, 112.11072664359862]","[9, 15, 26, 15, 17, 19, 17, 17]","[18, 28, 18, 19, 31, 23, 58, 18]",2026-08-31T10:45:31.226617Z,2026-08-31T10:59:13.191195Z
3daada01-6535-43bb-addc-eee37f5af7a2,standard,medium,SB26,100.0,openai-gpt-6-astra-medium,gpt-6-astra,sb26-7fbdac44,100,8,8,124,0,WIN,"[115, 115, 115, 115, 115, 115, 115, 112.11072664359862]","[9, 15, 15, 15, 17, 19, 17, 17]","[18, 28, 18, 19, 31, 23, 58, 18]",2026-08-31T11:27:24.547517Z,2026-08-31T11:48:38.893948Z
338fd9c4-1839-4ac2-b0ed-284455310139,standard,low,SB26,2.8,openai-gpt-6-astra-low,gpt-6-astra,sb26-7fbdac44,2.7777777777777777,1,8,149,0,NOT_FINISHED,"[115, 0, 0, 0, 0, 0, 0, 0]","[9, 140, 0, 0, 0, 0, 0, 0]","[18, 28, 18, 19, 31, 23, 58, 18]",2026-08-31T12:05:26.302519Z,2026-08-31T12:16:12.122895Z
d0027745-84d5-4d89-98aa-74c3883336e1,standard,none,SB26,100.0,openai-gpt-6-astra-none,gpt-6-astra,sb26-7fbdac44,100,8,8,163,0,WIN,"[115, 115, 11.534353862584549, 115, 115, 115, 115, 112.11072664359862]","[9, 15, 53, 15, 17, 20, 17, 17]","[18, 28, 18, 19, 31, 23, 58, 18]",2026-08-31T13:02:54.483244Z,2026-08-31T13:22:17.554144Z
9bb57638-7935-43de-b936-e66526d260f1,standard,max,SP80,100.0,openai-gpt-6-astra-max,gpt-6-astra,sp80-589a99af,100,6,6,196,1,WIN,"[115, 115, 115, 115, 115, 115]","[6, 8, 10, 35, 49, 88]","[39, 58, 25, 148, 96, 152]",2026-08-31T10:02:00.788129Z,2026-08-31T11:49:52.228621Z
f2374c60-7c27-437f-8c08-473e496c38ce,standard,xhigh,SP80,100.0,openai-gpt-6-astra-xhigh,gpt-6-astra,sp80-589a99af,100,6,6,251,2,WIN,"[115, 115, 115, 115, 102.11634349030471, 115]","[6, 7, 18, 24, 95, 101]","[39, 58, 25, 148, 96, 152]",2026-08-31T10:19:35.392224Z,2026-08-31T11:32:37.725178Z
2ff34ce0-a156-4b6f-ace2-3eb3b18af680,standard,high,SP80,100.0,openai-gpt-6-astra-high,gpt-6-astra,sp80-589a99af,100,6,6,177,1,WIN,"[115, 115, 115, 115, 115, 115]","[7, 9, 17, 42, 32, 70]","[39, 58, 25, 148, 96, 152]",2026-08-31T10:49:27.88101Z,2026-08-31T11:26:51.743667Z
7717f76c-d5a9-4040-9392-017f2c2e4e2c,standard,medium,SP80,86.0,openai-gpt-6-astra-medium,gpt-6-astra,sp80-589a99af,85.95731191885038,6,6,545,13,WIN,"[115, 115, 115, 115, 115, 13.350591715976329]","[6, 9, 13, 50, 51, 416]","[39, 58, 25, 148, 96, 152]",2026-08-31T11:29:54.234887Z,2026-08-31T12:55:14.968859Z
46046563-c91d-4519-8d1b-89da9c7615fb,standard,low,SP80,45.4,openai-gpt-6-astra-low,gpt-6-astra,sp80-589a99af,45.372475918344236,5,6,1377,36,GAME_OVER,"[115, 115, 115, 10.91358418367347, 43.833531510107015, 0]","[6, 8, 10, 448, 145, 760]","[39, 58, 25, 148, 96, 152]",2026-08-31T12:10:23.611947Z,2026-08-31T15:00:28.024356Z
5d49f1ab-00d9-44f0-9615-015d6d9fac0a,standard,none,SP80,93.9,openai-gpt-6-astra-none,gpt-6-astra,sp80-589a99af,93.89514551748168,6,6,361,4,WIN,"[115, 115, 115, 115, 115, 41.133009311185894]","[8, 7, 20, 54, 35, 237]","[39, 58, 25, 148, 96, 152]",2026-08-31T21:28:58.400986Z,2026-08-31T22:12:20.992682Z
28185f71-d397-4228-819d-523b195190da,standard,max,TR87,100.0,openai-gpt-6-astra-max,gpt-6-astra,tr87-cd924810,100,6,6,167,0,WIN,"[115, 115, 115, 115, 115, 115]","[23, 26, 26, 22, 46, 24]","[54, 58, 40, 45, 71, 146]",2026-08-31T10:04:18.165661Z,2026-08-31T12:05:01.561199Z
99eb457b-c64c-46b3-96cf-1ed45952a0f6,standard,xhigh,TR87,100.0,openai-gpt-6-astra-xhigh,gpt-6-astra,tr87-cd924810,100,6,6,188,0,WIN,"[115, 115, 115, 115, 115, 115]","[25, 41, 26, 22, 34, 40]","[54, 58, 40, 45, 71, 146]",2026-08-31T10:22:09.545782Z,2026-08-31T11:31:48.105602Z
b4284479-bc4f-481b-8849-b98ab309d161,standard,high,TR87,100.0,openai-gpt-6-astra-high,gpt-6-astra,tr87-cd924810,100,6,6,199,0,WIN,"[115, 115, 115, 115, 115, 115]","[26, 40, 26, 26, 29, 52]","[54, 58, 40, 45, 71, 146]",2026-08-31T10:56:51.482979Z,2026-08-31T11:48:19.510872Z
4b27b510-a06f-4e24-9992-b31c88395d62,standard,medium,TR87,100.0,openai-gpt-6-astra-medium,gpt-6-astra,tr87-cd924810,100,6,6,338,0,WIN,"[115, 115, 115, 115, 68.1584640346133, 115]","[29, 52, 29, 29, 86, 113]","[54, 58, 40, 45, 71, 146]",2026-08-31T11:32:52.661391Z,2026-08-31T12:42:40.877822Z
b7990c77-98b6-4599-8668-081f6565c90a,standard,low,TR87,51.4,openai-gpt-6-astra-low,gpt-6-astra,tr87-cd924810,51.39164476560012,5,6,1174,3,GAME_OVER,"[115, 7.014032234523883, 82.64462809917354, 115, 48.45251826220684, 0]","[44, 219, 44, 35, 102, 730]","[54, 58, 40, 45, 71, 146]",2026-08-31T12:16:07.908784Z,2026-08-31T15:37:05.313672Z
8616bc82-a5bb-4846-921c-41cc404a7796,standard,none,TR87,100.0,openai-gpt-6-astra-none,gpt-6-astra,tr87-cd924810,100,6,6,287,0,WIN,"[115, 115, 115, 115, 115, 115]","[35, 47, 26, 34, 42, 103]","[54, 58, 40, 45, 71, 146]",2026-08-31T13:10:13.388755Z,2026-08-31T14:06:05.483391Z
f00f5439-8a69-4b13-8248-c864b82fb025,standard,max,LS20,83.5,openai-gpt-6-astra-max,gpt-6-astra,ls20-9607627b,83.45003624769802,7,7,861,1,WIN,"[115, 115, 115, 115, 115, 35.776050310070744, 56.70638758216001]","[15, 99, 41, 51, 87, 321, 247]","[22, 123, 73, 84, 96, 192, 186]",2026-09-01T14:54:27.163937Z,2026-09-01T22:32:39.679352Z
774b0ce8-4fe0-4e9c-8393-fb6598c2cb8f,standard,xhigh,LS20,43.6,openai-gpt-6-astra-xhigh,gpt-6-astra,ls20-9607627b,43.582589285714285,5,7,1418,8,GAME_OVER,"[115, 115, 115, 115, 14.0625, 0, 0]","[15, 99, 41, 47, 256, 960, 0]","[22, 123, 73, 84, 96, 192, 186]",2026-08-31T10:09:50.771113Z,2026-08-31T18:15:54.822694Z
dbd8ea44-7d6f-4952-989d-e927459c7f47,standard,high,LS20,32.4,openai-gpt-6-astra-high,gpt-6-astra,ls20-9607627b,32.40669667428163,4,7,808,5,GAME_OVER,"[115, 62.97190426638918, 68.81456611570249, 115, 0, 0, 0]","[20, 155, 88, 65, 480, 0, 0]","[22, 123, 73, 84, 96, 192, 186]",2026-08-31T10:40:29.11475Z,2026-08-31T13:12:27.292604Z
581925af-4936-4547-b8f4-8bcb88ac4ef1,standard,medium,LS20,18.2,openai-gpt-6-astra-medium,gpt-6-astra,ls20-9607627b,18.159792194353013,4,7,1099,5,GAME_OVER,"[115, 98.3936004162331, 59.04709141274237, 4.8864265927977835, 0, 0, 0]","[20, 124, 95, 380, 480, 0, 0]","[22, 123, 73, 84, 96, 192, 186]",2026-08-31T11:23:10.153254Z,2026-08-31T13:31:52.653102Z
bf228640-706b-4942-a82e-e32f52c00c66,standard,low,LS20,3.6,openai-gpt-6-astra-low,gpt-6-astra,ls20-9607627b,3.571428571428571,1,7,635,7,GAME_OVER,"[115, 0, 0, 0, 0, 0, 0]","[20, 615, 0, 0, 0, 0, 0]","[22, 123, 73, 84, 96, 192, 186]",2026-08-31T11:58:43.135824Z,2026-08-31T13:15:13.338712Z
0dceb1f5-6517-43de-b9a2-549a5aee9830,standard,none,LS20,26.4,openai-gpt-6-astra-none,gpt-6-astra,ls20-9607627b,26.429474821544968,4,7,1042,4,GAME_OVER,"[115, 76.09778180172025, 4.276577133272877, 115, 0, 0, 0]","[20, 141, 353, 48, 480, 0, 0]","[22, 123, 73, 84, 96, 192, 186]",2026-08-31T21:46:48.321158Z,2026-08-31T23:53:43.715855Z
dc5800f9-f4be-4e93-8b54-111d19fba5d2,standard,max,CD82,82.9,openai-gpt-6-astra-max,gpt-6-astra,cd82-fb555c5d,82.87108086490146,6,6,138,1,WIN,"[115, 17.728531855955676, 115, 65.23668639053255, 58.777777777777786, 115]","[12, 19, 32, 26, 30, 19]","[55, 8, 41, 21, 23, 23]",2026-08-31T09:53:41.84784Z,2026-08-31T10:57:46.759978Z
79801734-630c-46cb-a31f-d84006bb324f,standard,xhigh,CD82,73.0,openai-gpt-6-astra-xhigh,gpt-6-astra,cd82-fb555c5d,72.98964570164996,6,6,150,1,WIN,"[115, 64.00000000000001, 115, 28.994082840236686, 45.76124567474049, 100]","[15, 10, 29, 39, 34, 23]","[55, 8, 41, 21, 23, 23]",2026-08-31T10:07:36.821137Z,2026-08-31T10:41:34.148085Z
8cff08be-d775-4901-ba3a-023513ab458c,standard,high,CD82,100.0,openai-gpt-6-astra-high,gpt-6-astra,cd82-fb555c5d,100,6,6,113,1,WIN,"[115, 115, 115, 45.889698231009355, 109.29752066115701, 115]","[13, 7, 22, 31, 22, 18]","[55, 8, 41, 21, 23, 23]",2026-08-31T10:29:43.061831Z,2026-08-31T10:46:03.949456Z
d02084a9-0797-4db6-935c-b8ccf37a1c14,standard,medium,CD82,38.4,openai-gpt-6-astra-medium,gpt-6-astra,cd82-fb555c5d,38.42293242672031,6,6,239,0,WIN,"[115, 64.00000000000001, 38.59044995408632, 36, 48.57667584940313, 10.204475308641973]","[23, 10, 66, 35, 33, 72]","[55, 8, 41, 21, 23, 23]",2026-08-31T11:06:12.38812Z,2026-08-31T11:29:02.546612Z
