point_id,ai_cost_usd,ai_cost_basis,ai_cost_date,human_cost_usd,human_cost_basis,evidence
agen-epoch-swebench-glm52max,0.887777,list_price,2026-06-25,,not_available,"Epoch Inspect log, run 2026-06-25; summed sample usage in 28,029,103@1.4 +cacheread 1,238,851,264@0.26 +out 15,330,555@4.4 per M (zai sheet 2026-06-16); total $428.80 / 483 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-epoch-swebench-gpt41,0.49445,list_price,2026-02-09,,not_available,"Epoch Inspect log, run 2026-02-09; summed sample usage in 47,067,224@2.0 +cacheread 267,738,240@0.5 +out 1,166,576@8.0 per M (openai sheet 2025-04-14); total $237.34 / 480 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-epoch-swebench-gpt51high,1.24533,list_price,2026-02-18,,not_available,"Epoch Inspect log, run 2026-02-18; summed sample usage in 193,556,961@1.25 +cacheread 622,067,456@0.125 +out 28,303,740@10.0 per M (openai sheet 2025-11-13); total $602.74 / 484 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-epoch-swebench-gpt52high,1.44905,list_price,2026-02-12,,not_available,"Epoch Inspect log, run 2026-02-12; summed sample usage in 166,126,217@1.75 +cacheread 557,414,656@0.175 +out 22,362,136@14.0 per M (openai sheet 2025-12-11); total $701.34 / 484 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-epoch-swebench-gpt53codex,0.594165,list_price,2026-02-25,,not_available,"Epoch Inspect log, run 2026-02-25; summed sample usage in 92,420,808@1.75 +cacheread 158,370,432@0.175 +out 7,008,896@14.0 per M (openai sheet 2026-02-05); total $287.58 / 484 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-epoch-swebench-gpt5mini,0.0996461,list_price,2026-02-01,,not_available,"Epoch Inspect log, run 2026-02-01; summed sample usage in 143,537,404@0.25 +cacheread 147,169,536@0.025 +out 4,332,566@2.0 per M (openai sheet 2025-08-07); total $48.23 / 484 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-epoch-swebench-kimik25,0.158615,list_price,2026-02-17,,not_available,"Epoch Inspect log, run 2026-02-17; summed sample usage in 18,536,758@0.6 +cacheread 514,658,816@0.1 +out 4,727,319@3.0 per M (moonshot sheet 2026-01-27); total $76.77 / 484 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-epoch-swebench-kimik26,0.322113,list_price,2026-05-08,,not_available,"Epoch Inspect log, run 2026-05-08; summed sample usage in 21,624,437@0.95 +cacheread 665,450,368@0.16 +out 7,221,879@4.0 per M (moonshot sheet 2026-04-20); total $155.90 / 484 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-epoch-swebench-o3med,2.77524,list_price,2026-02-12,,not_available,"Epoch Inspect log, run 2026-02-12; summed sample usage in 113,563,874@2.0 +cacheread 2,031,456,128@0.5 +out 12,198,354@8.0 per M (openai sheet 2025-06-10); total $1,340.44 / 483 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-epoch-swebench-opus4,3.03984,list_price,2026-02-06,,not_available,"Epoch Inspect log, run 2026-02-06; summed sample usage in 21,616@15.0 +cacheread 488,834,243@1.5 +cachewrite 16,014,738@18.75 +out 5,832,425@75.0 per M (anthropic sheet 2025-05-22); total $1,471.28 / 484 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-epoch-swebench-opus41,3.71108,list_price,2026-02-12,,not_available,"Epoch Inspect log, run 2026-02-12; summed sample usage in 24,906@15.0 +cacheread 587,741,053@1.5 +cachewrite 18,267,377@18.75 +out 7,622,195@75.0 per M (anthropic sheet 2025-05-22); total $1,796.16 / 484 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-epoch-swebench-opus45,0.499295,list_price,2026-02-05,,not_available,"Epoch Inspect log, run 2026-02-05; summed sample usage in 3,356,979@5.0 +cacheread 204,528,497@0.5 +cachewrite 10,095,028@6.25 +out 2,380,625@25.0 per M (anthropic sheet 2025-11-24); total $241.66 / 484 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-epoch-swebench-opus46,0.335877,list_price,2026-02-13,,not_available,"Epoch Inspect log, run 2026-02-13; summed sample usage in 4,857,726@5.0 +cacheread 111,880,959@0.5 +cachewrite 6,149,371@6.25 +out 1,756,066@25.0 per M (anthropic sheet 2026-02-05); total $162.56 / 484 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-epoch-swebench-opus47max,2.20769,list_price,2026-04-20,,not_available,"Epoch Inspect log, run 2026-04-20; summed sample usage in 152,618@5.0 +cacheread 1,255,052,364@0.5 +cachewrite 26,698,678@6.25 +out 10,934,652@25.0 per M (anthropic sheet 2026-04-16); total $1,068.52 / 484 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-epoch-swebench-qwen36plus,0.826571,list_price,2026-05-15,,not_available,"Epoch Inspect log, run 2026-05-15; summed sample usage in 731,713,880@0.5 +out 11,401,185@3.0 per M (alibaba sheet 2026-04-02); total $400.06 / 484 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-epoch-swebench-qwen37max,0.776844,list_price,2026-06-19,,not_available,"Epoch Inspect log, run 2026-06-19; summed sample usage in 86,837,304@2.5 +cacheread 187,754,922@0.25 +cachewrite 6,842,887@3.125 +out 12,076,867@7.5 per M (alibaba sheet 2026-05-21); total $375.99 / 484 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-epoch-swebench-sonnet45,1.23628,list_price,2026-02-05,,not_available,"Epoch Inspect log, run 2026-02-05; summed sample usage in 35,699@3.0 +cacheread 1,150,896,583@0.3 +cachewrite 26,860,636@3.75 +out 10,150,522@15.0 per M (anthropic sheet 2025-09-29); total $598.36 / 484 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-epoch-swebench-sonnet46,0.411899,list_price,2026-02-21,,not_available,"Epoch Inspect log, run 2026-02-21; summed sample usage in 37,688@3.0 +cacheread 332,256,656@0.3 +cachewrite 11,077,874@3.75 +out 3,868,453@15.0 per M (anthropic sheet 2026-02-17); total $199.36 / 484 completed samples. Graders excluded. HUMAN: Human effort comes from OpenAI's SWE-bench Verified difficulty-bin estimates; no payment for resolving an issue is stated, and the annotators' pay was for labelling, not for the row's unit."
agen-metr3-acdcbug-claude35s,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 4 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-acdcbug-claude35s. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-acdcbug-claude37,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 4 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-acdcbug-claude37. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-acdcbug-dsr1,7.949509,reported,2025-06-18,,not_available,"METR reports generation_cost per run; mean over the 8 runs of this task/model, the same run set and statistic as compute_flops. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-0/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-acdcbug-dsr1. Blended 0.9849 USD/M native tokens. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-acdcbug-gemini3,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 4 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-acdcbug-gemini3. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-acdcbug-gpt4,42.073950,reported,2025-06-04,,not_available,"METR reports generation_cost per run; mean over the 6 runs of this task/model, the same run set and statistic as compute_flops. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-acdcbug-gpt4. Blended 60.4833 USD/M native tokens. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-acdcbug-gpt4o,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 4 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-acdcbug-gpt4o. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-acdcbug-gpt5,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 4 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-acdcbug-gpt5. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-acdcbug-gpt53codex,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-acdcbug-gpt53codex. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-acdcbug-o1,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 4 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-acdcbug-o1. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-acdcbug-opus46,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-acdcbug-opus46. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-acdcbug-oss120b,0.387480,reported,2025-09-30,,not_available,"METR reports generation_cost per run; mean over the 6 runs of this task/model, the same run set and statistic as compute_flops. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-0/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-acdcbug-oss120b. Blended 0.0478 USD/M native tokens. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-atariepochs-claude35s,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 3 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-atariepochs-claude35s. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-atariepochs-claude37,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 4 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-atariepochs-claude37. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-atariepochs-dsr1,0.200864,reported,2025-06-18,,not_available,"METR reports generation_cost per run; mean over the 8 runs of this task/model, the same run set and statistic as compute_flops. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-0/data/raw/runs.jsonl @52cb829; run set research/metr/point-sections.md#agen-metr3-atariepochs-dsr1. Blended 1.3853 USD/M native tokens. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-atariepochs-gemini3,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 4 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-atariepochs-gemini3. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-atariepochs-gpt3dv,0.512997,reported,2024-12-24,,not_available,"METR reports generation_cost per run; mean over the 8 runs of this task/model, the same run set and statistic as compute_flops. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-0/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-atariepochs-gpt3dv. Blended 2.0000 USD/M native tokens. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-atariepochs-gpt4,99.897531,reported,2024-12-14,,not_available,"METR reports generation_cost per run; mean over the 7 runs of this task/model, the same run set and statistic as compute_flops. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-0/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-atariepochs-gpt4. Blended 60.4630 USD/M native tokens. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-atariepochs-gpt4o,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 4 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-atariepochs-gpt4o. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-atariepochs-gpt5,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 4 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-atariepochs-gpt5. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-atariepochs-gpt53codex,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 8 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-atariepochs-gpt53codex. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-atariepochs-o1,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 4 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-atariepochs-o1. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-atariepochs-opus46,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-atariepochs-opus46. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-atariepochs-oss120b,0.047666,reported,2025-09-30,,not_available,"METR reports generation_cost per run; mean over the 6 runs of this task/model, the same run set and statistic as compute_flops. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-0/data/raw/runs.jsonl @52cb829; run set research/metr/point-sections.md#agen-metr3-atariepochs-oss120b. Blended 0.0601 USD/M native tokens. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-blackboxapple-claude35s,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 4 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-blackboxapple-claude35s. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-blackboxapple-claude37,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 4 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-blackboxapple-claude37. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
