file,point_id,model_id,ai_cost_date,ai_cost_usd,price_window,input_rate_usd_per_m,cache_write_rate_usd_per_m,uncached_input_tokens,input_rate_term_usd,max_understatement_usd,max_understatement_pct,exact_repriced_usd,write_counter,basis
points.csv,agen-gaia-odr-gpt41-l1,gpt-4.1-2025-04-14,2025-04-17,0.1253216153846154,2025-04-14..open,2.00,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
points.csv,agen-gaia-odr-gpt41-l2,gpt-4.1-2025-04-14,2025-04-17,0.21401188372093022,2025-04-14..open,2.00,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
points.csv,agen-gaia-odr-gpt41-l3,gpt-4.1-2025-04-14,2025-04-17,0.238658,2025-04-14..open,2.00,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
points.csv,agen-gaia-odr-gpt5-l1,gpt-5,2025-08-09,0.47513604716981134,2025-08-07..open,1.25,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
points.csv,agen-gaia-odr-gpt5-l2,gpt-5,2025-08-09,1.026592125,2025-08-07..open,1.25,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
points.csv,agen-gaia-odr-gpt5-l3,gpt-5,2025-08-09,2.1326340096153844,2025-08-07..open,1.25,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
points.csv,agen-gaia-odr-o4minihigh-l1,o4-mini-2025-04-16,2025-04-18,0.4100449245283019,2025-04-16..open,1.10,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
points.csv,agen-gaia-odr-o4minihigh-l2,o4-mini-2025-04-16,2025-04-18,0.47956364883720937,2025-04-16..open,1.10,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
points.csv,agen-gaia-odr-o4minihigh-l3,o4-mini-2025-04-16,2025-04-18,0.638036976923077,2025-04-16..open,1.10,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
points.csv,agen-gaia-odr-o4minilow-l1,o4-mini-2025-04-16,2025-04-17,0.19259280192307696,2025-04-16..open,1.10,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
points.csv,agen-gaia-odr-o4minilow-l2,o4-mini-2025-04-16,2025-04-17,0.18809634186046512,2025-04-16..open,1.10,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
points.csv,game-textquests-clues-o3,o3-2025-04-16,2025-07-31,367.80,2025-06-10..open,2.00,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
points.csv,agen-alebench-short-gpt5minimal,gpt-5,2026-09-08,0.6108529891304347,2025-08-07..open,1.25,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
points.csv,agen-alebench-short-gpt5mini,gpt-5-mini-2025-08-07,2026-09-08,0.2707629456521739,2025-08-07..open,0.25,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
points.csv,agen-alebench-short-gpt5nano,gpt-5-nano,2026-09-08,0.09889145869565218,2025-08-07..open,0.05,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
points.csv,agen-alebench-short-gpt5high,gpt-5-high,2026-09-08,3.534266902173913,2025-08-07..open,1.25,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
points.csv,agen-alebench-short-gpt51high,gpt-5.1-2025-11-13,2026-09-08,4.948199510869566,2025-11-13..open,1.25,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
points.csv,agen-alebench-short-gpt52high,gpt-5.2-2025-12-11,2026-09-08,4.268713141304348,2025-12-11..open,1.75,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
points.csv,agen-alebench-short-gpt52med,gpt-5.2-2025-12-11,2026-09-08,1.9846746195652174,2025-12-11..open,1.75,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
points.csv,agen-alebench-short-gpt54high,gpt-5.4-2026-03-05,2026-09-08,8.923321304347827,2026-03-05..open,2.50,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
points.csv,agen-alebench-short-gpt54med,gpt-5.4-2026-03-05,2026-09-08,3.531393260869565,2026-03-05..open,2.50,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
points.csv,agen-alebench-short-gpt54none,gpt-5.4-2026-03-05,2026-09-08,0.7767433695652174,2026-03-05..open,2.50,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
points.csv,agen-alebench-short-gpt55med,gpt-5-5,2026-09-08,4.872084130434782,2026-04-23..open,5.00,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
points.csv,agen-alebench-short-gpt55none,gpt-5-5,2026-09-08,1.1329089130434782,2026-04-23..open,5.00,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
points.csv,agen-alebench-short-gpt55xhigh,gpt-5-5,2026-09-08,22.737217173913045,2026-04-23..open,5.00,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
points.csv,agen-alebench-short-luna56max,gpt-5-6-luna,2026-09-08,1.0400956565217392,2026-07-30..open,0.20,0.25,454328,0.090866,0.022716,2.1841,—,absent,"ALE-Bench leaderboard input minus the cache reads inverted from its billed cost, times 15 samples"
points.csv,agen-alebench-short-sol56max,gpt-5-6-sol,2026-09-08,15.025659130434782,2026-08-21..open,4.00,5.00,74458,0.297830,0.074458,0.4955,—,absent,"ALE-Bench leaderboard input minus the cache reads inverted from its billed cost, times 15 samples"
points.csv,agen-alebench-short-terra56max,gpt-5-6-terra,2026-09-08,14.451094434782608,2026-07-30..open,2.00,2.50,7555,0.015110,0.003777,0.0261,—,absent,"ALE-Bench leaderboard input minus the cache reads inverted from its billed cost, times 15 samples"
points.csv,agen-alebench-short-astra6max,gpt-6-astra,2026-09-08,42.25161815217391,2026-09-03..open,10.00,12.50,8511,0.085108,0.021277,0.0504,—,absent,"ALE-Bench leaderboard input minus the cache reads inverted from its billed cost, times 15 samples"
points.csv,agen-alebench-short-o3high,o3-2025-04-16,2026-09-08,1.5789300000000002,2025-06-10..open,2.00,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
points.csv,agen-alebench-short-o4minihigh,o4-mini-2025-04-16,2026-09-08,0.7729927173913044,2025-04-16..open,1.10,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
excluded.csv,agen-epoch-swebench-gpt41-15m1h,gpt-4.1-2025-04-14,2026-02-08,0.624059,2025-04-14..open,2.00,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
excluded.csv,agen-epoch-swebench-gpt41-1h4h,gpt-4.1-2025-04-14,2026-02-08,0.550543,2025-04-14..open,2.00,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
excluded.csv,agen-epoch-swebench-gpt41-gt4h,gpt-4.1-2025-04-14,2026-02-08,0.638007,2025-04-14..open,2.00,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
excluded.csv,agen-epoch-swebench-gpt4o1120-15m1h,gpt-4o-2024-11-20,2026-02-11,1.37698,2024-10-01..open,2.50,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
excluded.csv,agen-epoch-swebench-gpt4o1120-1h4h,gpt-4o-2024-11-20,2026-02-11,0.87542,2024-10-01..open,2.50,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
excluded.csv,agen-epoch-swebench-gpt4o1120-gt4h,gpt-4o-2024-11-20,2026-02-11,0.240179,2024-10-01..open,2.50,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
excluded.csv,agen-epoch-swebench-gpt51codex-1h4h,gpt-5.1-2025-11-13,2026-02-17,0.801396,2025-11-13..open,1.25,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
excluded.csv,agen-epoch-swebench-gpt51high-1h4h,gpt-5.1-2025-11-13,2026-02-18,2.01521,2025-11-13..open,1.25,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
excluded.csv,agen-epoch-swebench-gpt51high-gt4h,gpt-5.1-2025-11-13,2026-02-18,1.33933,2025-11-13..open,1.25,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
excluded.csv,agen-epoch-swebench-gpt52high-1h4h,gpt-5.2-2025-12-11,2026-02-12,3.46755,2025-12-11..open,1.75,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
excluded.csv,agen-epoch-swebench-gpt5high-1h4h,gpt-5,2026-02-06,1.82874,2025-08-07..open,1.25,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
excluded.csv,agen-epoch-swebench-gpt5med-1h4h,gpt-5,2026-02-05,0.934846,2025-08-07..open,1.25,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
excluded.csv,agen-epoch-swebench-gpt5med-gt4h,gpt-5,2026-02-05,0.726611,2025-08-07..open,1.25,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
excluded.csv,agen-epoch-swebench-gpt5mini-1h4h,gpt-5-mini-2025-08-07,2026-02-01,0.143034,2025-08-07..open,0.25,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
excluded.csv,agen-epoch-swebench-gpt5mini-gt4h,gpt-5-mini-2025-08-07,2026-02-01,0.145162,2025-08-07..open,0.25,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
excluded.csv,agen-epoch-swebench-o3med-1h4h,o3-2025-04-16,2026-02-12,4.6092,2025-06-10..open,2.00,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
excluded.csv,agen-epoch-swebench-o3med-gt4h,o3-2025-04-16,2026-02-12,1.21343,2025-06-10..open,2.00,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
excluded.csv,work-apex-agents-gpt56terra,gpt-5-6-terra,2026-09-13,2.12637,2026-07-30..open,2.00,2.50,959389,1.918778,0.479695,22.5593,—,absent,"Artificial Analysis gross input divided by 452 tasks; cacheableInput null, so the whole counter is the uncached term"
excluded.csv,work-apex-agents-gpt56luna,gpt-5-6-luna,2026-09-13,0.242495,2026-07-30..open,0.20,0.25,1113342,0.222668,0.055667,22.9560,—,absent,"Artificial Analysis gross input divided by 452 tasks; cacheableInput null, so the whole counter is the uncached term"
candidates/ale-bench/points.csv,agen-alebench-short-gpt5minimal,gpt-5,2026-09-08,0.6108529891304347,2025-08-07..open,1.25,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
candidates/ale-bench/points.csv,agen-alebench-short-gpt5mini,gpt-5-mini-2025-08-07,2026-09-08,0.2707629456521739,2025-08-07..open,0.25,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
candidates/ale-bench/points.csv,agen-alebench-short-gpt5nano,gpt-5-nano,2026-09-08,0.09889145869565218,2025-08-07..open,0.05,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
candidates/ale-bench/points.csv,agen-alebench-short-gpt5high,gpt-5-high,2026-09-08,3.534266902173913,2025-08-07..open,1.25,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
candidates/ale-bench/points.csv,agen-alebench-short-gpt51high,gpt-5.1-2025-11-13,2026-09-08,4.948199510869566,2025-11-13..open,1.25,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
candidates/ale-bench/points.csv,agen-alebench-short-gpt52high,gpt-5.2-2025-12-11,2026-09-08,4.268713141304348,2025-12-11..open,1.75,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
candidates/ale-bench/points.csv,agen-alebench-short-gpt52med,gpt-5.2-2025-12-11,2026-09-08,1.9846746195652174,2025-12-11..open,1.75,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
candidates/ale-bench/points.csv,agen-alebench-short-gpt54high,gpt-5.4-2026-03-05,2026-09-08,8.923321304347827,2026-03-05..open,2.50,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
candidates/ale-bench/points.csv,agen-alebench-short-gpt54med,gpt-5.4-2026-03-05,2026-09-08,3.531393260869565,2026-03-05..open,2.50,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
candidates/ale-bench/points.csv,agen-alebench-short-gpt54none,gpt-5.4-2026-03-05,2026-09-08,0.7767433695652174,2026-03-05..open,2.50,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
candidates/ale-bench/points.csv,agen-alebench-short-gpt55med,gpt-5-5,2026-09-08,4.872084130434782,2026-04-23..open,5.00,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
candidates/ale-bench/points.csv,agen-alebench-short-gpt55none,gpt-5-5,2026-09-08,1.1329089130434782,2026-04-23..open,5.00,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
candidates/ale-bench/points.csv,agen-alebench-short-gpt55xhigh,gpt-5-5,2026-09-08,22.737217173913045,2026-04-23..open,5.00,—,—,—,0,0,—,not_charged,"model predates the 2026-07-09 cache-write charge; OpenAI prints ""-"" in the Cache writes column for it"
candidates/ale-bench/points.csv,agen-alebench-short-luna56max,gpt-5-6-luna,2026-09-08,1.0400956565217392,2026-07-30..open,0.20,0.25,454328,0.090866,0.022716,2.1841,—,absent,"ALE-Bench leaderboard input minus the cache reads inverted from its billed cost, times 15 samples"
candidates/ale-bench/points.csv,agen-alebench-short-sol56max,gpt-5-6-sol,2026-09-08,15.025659130434782,2026-08-21..open,4.00,5.00,74458,0.297830,0.074458,0.4955,—,absent,"ALE-Bench leaderboard input minus the cache reads inverted from its billed cost, times 15 samples"
