point_id,file,model_id,ai_cost_usd,ai_cost_basis,ai_cost_date,human_cost_usd,human_cost_basis,price_rows_used,evidence_note,derivation
agen-epoch-swebench-gpt54high-15m1h,points.csv,gpt-5.4-2026-03-05,0.844715,list_price,2026-03-06,,not_available,"list-prices.csv gpt-5.4-2026-03-05 / openai / 2026-03-05..open : in 2.5, cached 0.25, write -, out 15",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 254 completed evaluations; fresh 31828391, cached read 127134592, cache write 0, output 6880198."
agen-epoch-swebench-gpt54high-1h4h,points.csv,gpt-5.4-2026-03-05,1.81131,list_price,2026-03-06,,not_available,"list-prices.csv gpt-5.4-2026-03-05 / openai / 2026-03-05..open : in 2.5, cached 0.25, write -, out 15",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 42 completed evaluations; fresh 9420866, cached read 54816896, cache write 0, output 2587899."
agen-epoch-swebench-gpt5high-lt15m,points.csv,gpt-5,0.775185,list_price,2026-02-06,,not_available,"list-prices.csv gpt-5 / openai / 2025-08-07..open : in 1.25, cached 0.125, write -, out 10",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 185 completed evaluations; fresh 22221788, cached read 291206016, cache write 0, output 7923116."
agen-epoch-swebench-gpt5high-15m1h,points.csv,gpt-5,1.06062,list_price,2026-02-06,,not_available,"list-prices.csv gpt-5 / openai / 2025-08-07..open : in 1.25, cached 0.125, write -, out 10",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 254 completed evaluations; fresh 41073718, cached read 543706624, cache write 0, output 15009217."
agen-epoch-swebench-gpt5med-lt15m,points.csv,gpt-5,0.445932,list_price,2026-02-05,,not_available,"list-prices.csv gpt-5 / openai / 2025-08-07..open : in 1.25, cached 0.125, write -, out 10",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 185 completed evaluations; fresh 33476068, cached read 80179072, cache write 0, output 3062992."
agen-epoch-swebench-gpt5med-15m1h,points.csv,gpt-5,0.63218,list_price,2026-02-05,,not_available,"list-prices.csv gpt-5 / openai / 2025-08-07..open : in 1.25, cached 0.125, write -, out 10",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 254 completed evaluations; fresh 59028934, cached read 215196032, cache write 0, output 5988801."
agen-epoch-swebench-gpt5mini-lt15m,points.csv,gpt-5-mini-2025-08-07,0.0776673,list_price,2026-02-01,,not_available,"list-prices.csv gpt-5-mini-2025-08-07 / openai / 2025-08-07..open : in 0.25, cached 0.025, write -, out 2",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 185 completed evaluations; fresh 42995465, cached read 42260992, cache write 0, output 1281531."
agen-epoch-swebench-gpt5mini-15m1h,points.csv,gpt-5-mini-2025-08-07,0.107942,list_price,2026-02-01,,not_available,"list-prices.csv gpt-5-mini-2025-08-07 / openai / 2025-08-07..open : in 0.25, cached 0.025, write -, out 2",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 254 completed evaluations; fresh 81528182, cached read 81249536, cache write 0, output 2502026."
agen-epoch-swebench-kimik25-lt15m,points.csv,kimi-k2.5,0.094073,list_price,2026-02-17,,not_available,"list-prices.csv kimi-k2.5 / moonshot / 2026-01-27..2026-08-31 : in 0.6, cached 0.1, write -, out 3",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 185 completed evaluations; fresh 5218654, cached read 104534784, cache write 0, output 1272945."
agen-epoch-swebench-kimik25-15m1h,points.csv,kimi-k2.5,0.181473,list_price,2026-02-17,,not_available,"list-prices.csv kimi-k2.5 / moonshot / 2026-01-27..2026-08-31 : in 0.6, cached 0.1, write -, out 3",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 254 completed evaluations; fresh 10675975, cached read 313953792, cache write 0, output 2764360."
agen-epoch-swebench-kimik26-lt15m,points.csv,kimi-k2.6,0.164953,list_price,2026-05-08,,not_available,"list-prices.csv kimi-k2.6 / moonshot / 2026-04-20..open : in 0.95, cached 0.16, write -, out 4",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 185 completed evaluations; fresh 5421197, cached read 118704428, cache write 0, output 1593384."
agen-epoch-swebench-kimik26-15m1h,points.csv,kimi-k2.6,0.360744,list_price,2026-05-08,,not_available,"list-prices.csv kimi-k2.6 / moonshot / 2026-04-20..open : in 0.95, cached 0.16, write -, out 4",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 254 completed evaluations; fresh 12188929, cached read 391971489, cache write 0, output 4333541."
agen-epoch-swebench-o3med-lt15m,points.csv,o3-2025-04-16,2.40777,list_price,2026-02-12,,not_available,"list-prices.csv o3-2025-04-16 / openai / 2025-06-10..open : in 2, cached 0.5, write -, out 8",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 184 completed evaluations; fresh 37925897, cached read 667607424, cache write 0, output 4171756."
agen-epoch-swebench-o3med-15m1h,points.csv,o3-2025-04-16,2.75664,list_price,2026-02-12,,not_available,"list-prices.csv o3-2025-04-16 / openai / 2025-06-10..open : in 2, cached 0.5, write -, out 8",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 254 completed evaluations; fresh 60175332, cached read 1057617408, cache write 0, output 6378385."
agen-epoch-swebench-opus4-lt15m,points.csv,claude-opus-4,2.32225,list_price,2026-02-06,,not_available,"list-prices.csv claude-opus-4 / anthropic / 2025-05-22..open : in 15, cached 1.5, write 18.75, out 75",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 185 completed evaluations; fresh 6941, cached read 129291729, cache write 5150513, output 1853374."
agen-epoch-swebench-opus4-15m1h,points.csv,claude-opus-4,3.24596,list_price,2026-02-06,,not_available,"list-prices.csv claude-opus-4 / anthropic / 2025-05-22..open : in 15, cached 1.5, write 18.75, out 75",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 254 completed evaluations; fresh 11952, cached read 278819065, cache write 8799101, output 3214451."
agen-epoch-swebench-opus41-lt15m,points.csv,claude-opus-4-1,2.91288,list_price,2026-02-11,,not_available,"list-prices.csv claude-opus-4-1 / anthropic / 2025-05-22..open : in 15, cached 1.5, write 18.75, out 75",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 185 completed evaluations; fresh 8228, cached read 162626054, cache write 5886591, output 2459289."
agen-epoch-swebench-opus41-15m1h,points.csv,claude-opus-4-1,4.03172,list_price,2026-02-11,,not_available,"list-prices.csv claude-opus-4-1 / anthropic / 2025-05-22..open : in 15, cached 1.5, write 18.75, out 75",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 254 completed evaluations; fresh 13812, cached read 342237448, cache write 10217046, output 4252321."
agen-epoch-swebench-opus45-lt15m,points.csv,claude-opus-4-5,0.289163,list_price,2026-02-05,,not_available,"list-prices.csv claude-opus-4-5 / anthropic / 2025-11-24..open : in 5, cached 0.5, write 6.25, out 25",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 185 completed evaluations; fresh 1324306, cached read 33302285, cache write 2710476, output 531283."
agen-epoch-swebench-opus45-15m1h,points.csv,claude-opus-4-5,0.531719,list_price,2026-02-05,,not_available,"list-prices.csv claude-opus-4-5 / anthropic / 2025-11-24..open : in 5, cached 0.5, write 6.25, out 25",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 254 completed evaluations; fresh 1758841, cached read 113897765, cache write 5644607, output 1361389."
agen-epoch-swebench-opus46-lt15m,points.csv,claude-opus-4-6,0.196758,list_price,2026-02-10,,not_available,"list-prices.csv claude-opus-4-6 / anthropic / 2026-02-05..open : in 5, cached 0.5, write 6.25, out 25",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 185 completed evaluations; fresh 2026143, cached read 15470377, cache write 1495753, output 367438."
agen-epoch-swebench-opus46-15m1h,points.csv,claude-opus-4-6,0.371295,list_price,2026-02-10,,not_available,"list-prices.csv claude-opus-4-6 / anthropic / 2026-02-05..open : in 5, cached 0.5, write 6.25, out 25",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 254 completed evaluations; fresh 2494487, cached read 67303470, cache write 3510224, output 1049833."
agen-epoch-swebench-opus46cc-lt15m,points.csv,claude-opus-4-6,0.819578,list_price,2026-02-18,,not_available,"list-prices.csv claude-opus-4-6 / anthropic / 2026-02-05..open : in 5, cached 0.5, write 6.25, out 25",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 185 completed evaluations; fresh 5137310, cached read 134575769, cache write 4254032, output 1282395."
agen-epoch-swebench-opus46cc-15m1h,points.csv,claude-opus-4-6,1.46305,list_price,2026-02-18,,not_available,"list-prices.csv claude-opus-4-6 / anthropic / 2026-02-05..open : in 5, cached 0.5, write 6.25, out 25",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 254 completed evaluations; fresh 10193144, cached read 355282445, cache write 10081809, output 3199816."
agen-epoch-swebench-opus46cc-1h4h,points.csv,claude-opus-4-6,2.87694,list_price,2026-02-18,,not_available,"list-prices.csv claude-opus-4-6 / anthropic / 2026-02-05..open : in 5, cached 0.5, write 6.25, out 25",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 42 completed evaluations; fresh 2403651, cached read 131732298, cache write 2951672, output 979964."
agen-epoch-swebench-opus47max-lt15m,points.csv,claude-opus-4-7,1.09329,list_price,2026-04-20,,not_available,"list-prices.csv claude-opus-4-7 / anthropic / 2026-04-16..open : in 5, cached 0.5, write 6.25, out 25",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 185 completed evaluations; fresh 38581, cached read 202007896, cache write 6350029, output 2454936."
agen-epoch-swebench-opus47max-15m1h,points.csv,claude-opus-4-7,2.49318,list_price,2026-04-20,,not_available,"list-prices.csv claude-opus-4-7 / anthropic / 2026-04-16..open : in 5, cached 0.5, write 6.25, out 25",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 254 completed evaluations; fresh 87508, cached read 743174825, cache write 15424218, output 6593616."
agen-epoch-swebench-opus47max-1h4h,points.csv,claude-opus-4-7,5.3586,list_price,2026-04-20,,not_available,"list-prices.csv claude-opus-4-7 / anthropic / 2026-04-16..open : in 5, cached 0.5, write 6.25, out 25",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 42 completed evaluations; fresh 25296, cached read 300318340, cache write 4713079, output 1812745."
agen-epoch-swebench-opus47max-gt4h,points.csv,claude-opus-4-7,2.64555,list_price,2026-04-20,,not_available,"list-prices.csv claude-opus-4-7 / anthropic / 2026-04-16..open : in 5, cached 0.5, write 6.25, out 25",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 3 completed evaluations; fresh 1233, cached read 9551303, cache write 211352, output 73355."
agen-epoch-swebench-qwen37max-lt15m,points.csv,qwen3.7-max,0.380102,list_price,2026-06-18,,not_available,"list-prices.csv qwen3.7-max / alibaba / 2026-05-21..open : in 2.5, cached 0.25, write 3.125, out 7.5",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 185 completed evaluations; fresh 14927139, cached read 36086287, cache write 1876528, output 2415378."
agen-epoch-swebench-qwen37max-15m1h,points.csv,qwen3.7-max,0.8494,list_price,2026-06-18,,not_available,"list-prices.csv qwen3.7-max / alibaba / 2026-05-21..open : in 2.5, cached 0.25, write 3.125, out 7.5",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 254 completed evaluations; fresh 49463692, cached read 106521963, cache write 3748256, output 7165948."
agen-epoch-swebench-sonnet37-lt15m,points.csv,claude-3-7-sonnet,0.323321,list_price,2026-02-04,,not_available,"list-prices.csv claude-3-7-sonnet / anthropic / 2025-02-24..open : in 3, cached 0.3, write 3.75, out 15",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 185 completed evaluations; fresh 9652, cached read 86421922, cache write 4119000, output 1227505."
agen-epoch-swebench-sonnet37-15m1h,points.csv,claude-3-7-sonnet,0.453295,list_price,2026-02-04,,not_available,"list-prices.csv claude-3-7-sonnet / anthropic / 2025-02-24..open : in 3, cached 0.3, write 3.75, out 15",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 254 completed evaluations; fresh 17174, cached read 179060188, cache write 7219162, output 2286370."
agen-epoch-swebench-sonnet45-lt15m,points.csv,claude-sonnet-4-5,1.02192,list_price,2026-02-05,,not_available,"list-prices.csv claude-sonnet-4-5 / anthropic / 2025-09-29..open : in 3, cached 0.3, write 3.75, out 15",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 185 completed evaluations; fresh 12272, cached read 347040993, cache write 8943264, output 3424558."
agen-epoch-swebench-sonnet45-15m1h,points.csv,claude-sonnet-4-5,1.32119,list_price,2026-02-05,,not_available,"list-prices.csv claude-sonnet-4-5 / anthropic / 2025-09-29..open : in 3, cached 0.3, write 3.75, out 15",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 254 completed evaluations; fresh 19557, cached read 654387280, cache write 14798217, output 5580977."
agen-epoch-swebench-sonnet46-lt15m,points.csv,claude-sonnet-4-6,0.194709,list_price,2026-02-21,,not_available,"list-prices.csv claude-sonnet-4-6 / anthropic / 2026-02-17..open : in 3, cached 0.3, write 3.75, out 15",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 185 completed evaluations; fresh 9187, cached read 50029779, cache write 2564025, output 757972."
agen-epoch-swebench-sonnet46-15m1h,points.csv,claude-sonnet-4-6,0.423969,list_price,2026-02-21,,not_available,"list-prices.csv claude-sonnet-4-6 / anthropic / 2026-02-17..open : in 3, cached 0.3, write 3.75, out 15",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 254 completed evaluations; fresh 21124, cached read 178720287, cache write 5974329, output 2106993."
agen-epoch-swebench-gemini31pro-ct-gt4h,points.csv,gemini-3.1-pro-preview-customtools,3.8072,list_price,2026-02-24,,not_available,"list-prices.csv gemini-3.1-pro-preview-customtools / google / 2026-02-19..open : in 2, cached 0.2, write -, out 12",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 3 completed evaluations; fresh 1904291, cached read 22595617, cache write 0, output 257825."
agen-epoch-swebench-gemini35flash-1h4h,points.csv,gemini-3.5-flash,1.08986,list_price,2026-06-01,,not_available,"list-prices.csv gemini-3.5-flash / google / 2026-05-19..open : in 1.5, cached 0.15, write -, out 9",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 42 completed evaluations; fresh 16440956, cached read 76230367, cache write 0, output 1075360."
agen-epoch-swebench-gemini35flash-gt4h,points.csv,gemini-3.5-flash,1.13412,list_price,2026-06-01,,not_available,"list-prices.csv gemini-3.5-flash / google / 2026-05-19..open : in 1.5, cached 0.15, write -, out 9",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 3 completed evaluations; fresh 1270142, cached read 6005782, cache write 0, output 66252."
agen-epoch-swebench-gemini3flash-gt4h,points.csv,gemini-3-flash-preview,0.399873,list_price,2026-02-18,,not_available,"list-prices.csv gemini-3-flash-preview / google / 2025-12-17..open : in 0.5, cached 0.05, write -, out 3",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 3 completed evaluations; fresh 1186091, cached read 5173036, cache write 0, output 115974."
agen-epoch-swebench-gemini3pro-gt4h,points.csv,gemini-3-pro,1.76757,list_price,2026-02-13,,not_available,"list-prices.csv gemini-3-pro / google / 2025-11-18..open : in 2, cached 0.2, write -, out 12",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 3 completed evaluations; fresh 900825, cached read 12628937, cache write 0, output 81272."
agen-epoch-swebench-glm5-gt4h,points.csv,glm-5,0.595387,list_price,2026-02-15,,not_available,"list-prices.csv glm-5 / zai / 2026-02-11..open : in 1, cached 0.2, write -, out 3.2",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 3 completed evaluations; fresh 372804, cached read 5969856, cache write 0, output 68558."
agen-epoch-swebench-glm52max-1h4h,points.csv,glm-5.2,2.3075,list_price,2026-06-25,,not_available,"list-prices.csv glm-5.2 / zai / 2026-06-16..open : in 1.4, cached 0.26, write -, out 4.4",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 42 completed evaluations; fresh 4918586, cached read 306144512, cache write 0, output 2370738."
agen-epoch-swebench-glm52max-gt4h,points.csv,glm-5.2,1.51796,list_price,2026-06-25,,not_available,"list-prices.csv glm-5.2 / zai / 2026-06-16..open : in 1.4, cached 0.26, write -, out 4.4",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 3 completed evaluations; fresh 223618, cached read 14070912, cache write 0, output 132360."
